ETC_20150317_000001	Kepa
ETC_20160723_022795	Agailla Flurry
ETC_20160723_022796	König Zachariel
ETC_20160723_022797	König Taniel I
ETC_20160723_022798	Teleportation
ETC_20160723_022799	Deine Zeit ist abgelaufen{nl}Noch einmal von vorne!
ETC_20160723_022800	Barha-Kraut
ETC_20160723_022801	Griba-Schleimsaft
ETC_20160723_022802	Wird bearbeitet
ETC_20160723_022803	Das Material wurde nicht ordnungsgemäß verarbeitet und das Gegengift konnte nicht gebraut werden.
ETC_20160723_022804	Die Kombination finden
ETC_20160723_022805	Die Kombination wurde nicht gefunden{nl}Suche an anderen Orten
ETC_20160723_022806	Der magische Kreis in deiner Nähe generiert bereits Licht.{nl}Aktiviere sie in der Reihenfolge der blinkenden Lichter.
ETC_20160723_022807	Licht wird aktiviert
ETC_20160723_022808	Bereits aktiviert
ETC_20160723_022809	Alle Lichter wurden aktiviert.{nl}Nutze den magischen Kreis, um ein Gegenmittel für die Überwucherung anzufertigen.
ETC_20160723_022810	Das Forschungsmaterial untersuchen
ETC_20160723_022811	Nichts Nützliches gefunden{nl}Nächstes untersuchen
ETC_20160723_022812	Giftfeld entfernen
ETC_20160723_022813	Das Giftfeld ist zu verseucht, du kannst dort nicht hin.
ETC_20160723_022814	Sarmas Ausrüstung zerstören
ETC_20160723_022815	Blaugrüner Zauberstein gefunden
ETC_20160723_022816	Ein Edelstein derselben Art wurde bereits ausgerüstet.{nl}Der Effekt kann nicht gestapelt werden.{nl}Trotzdem fortfahren?
ETC_20160723_022817	Kraut sammeln
ETC_20160723_022818	Das medizinische Kraut ist ruiniert
ETC_20160723_022819	Nach Ast suchen
ETC_20160723_022820	Dieser Ast sieht zu schwach aus
ETC_20160723_022821	Pilgrim Jacob
ETC_20160723_022822	Jakob konnte nicht gerettet werden.
ETC_20160723_022823	Hm? Was geht da vor sich? Weiter geht's!
ETC_20160723_022824	Pilgrim Brad
ETC_20160723_022825	Warte, bitte.
ETC_20160723_022826	Lass uns zurückkehren.
ETC_20160723_022827	Ich habe etwas Wasser.
ETC_20160723_022828	Du konntest Brad nicht beschützen.
ETC_20160723_022829	Du bist weit von Brad entfernt.
ETC_20160723_022830	Holz sammeln
ETC_20160723_022831	Früchte suchen
ETC_20160723_022832	Believer Clark
ETC_20160723_022833	Da!
ETC_20160723_022834	Die Visage flößt irgendwie Vertrauen ein.
ETC_20160723_022835	Pilgrim Jordan
ETC_20160723_022836	Pilgrim Diane
ETC_20160723_022837	Pilgrim Barry
ETC_20160723_022838	Ich fühle mich schon besser. Vielen, vielen Dank!
ETC_20160723_022839	Du bist mein Lebensretter!
ETC_20160723_022840	Alle meine Ängste sind verschwunden. Danke.
ETC_20160723_022841	Die Gläubiger Brutus ist nicht hier. Nun, komm einfach mit.
ETC_20160723_022842	Arznei an einem Monster ausprobieren
ETC_20160723_022843	Dank der Arznei ist die Schattenenergie verschwunden
ETC_20160723_022844	Believer Brutus
ETC_20160723_022845	Untersuche den Altar, um herauszufinden, was er dort getan hat.
ETC_20160723_022846	Nach brennbaren Blättern suchen
ETC_20160723_022847	Die Blätter sind noch nicht gefallen
ETC_20160723_022848	An verdächtigen Orten graben
ETC_20160723_022849	Der Rosenkranz scheint nicht hier zu sein.
ETC_20160723_022850	Rosenkranz gefunden.
ETC_20160723_022851	Das Weihwasser suchen
ETC_20160723_022852	Du hast bereits Weihwasser
ETC_20160723_022853	Dämon mit Weihwasser besprühen
ETC_20160723_022854	Der Dämon scheint schwächer zu weden
ETC_20160723_022855	Nicht-essbare Pflanzenwurzeln sammeln
ETC_20160723_022856	Monk Dorma
ETC_20160723_022857	Mönch Dorma ist gefallen
ETC_20160723_022858	Zerbrochene Kugel und nicht zerbrochenen Spiegel gefunden.
ETC_20160723_022859	Das scheint nicht das Grab zu sein, von dem man dir erzählt hat.
ETC_20160723_022860	Der Spiegel reflektiert ein helles Licht.
ETC_20160723_022861	Monk Stella
ETC_20160723_022862	Dies ist ein Ort, an dem sich Pilger versammeln.
ETC_20160723_022863	Mönchin Stella ist gefallen.
ETC_20160723_022864	Gut gemacht. Bist du verletzt?
ETC_20160723_022865	Verdächtiges Gerät gefunden.
ETC_20160723_022866	Harz einsammeln
ETC_20160723_022867	Harz auf das Gerät sprühen
ETC_20160723_022868	Das Göttliche Machtunterdrückungsgerät ist ausgefallen.
ETC_20160723_022869	Du benötigst das Harz vom Ouaasbaum.
ETC_20160723_022870	Monk Mattas
ETC_20160723_022871	Schauen wir uns das mal an.
ETC_20160723_022872	Das Unterdrückungsgerät ist ausgefallen.
ETC_20160723_022873	High Officer Medea
ETC_20160723_022874	Mein Bein tut weh. Wenn du damit einverstanden bist, werde ich etwas langsamer gehen.
ETC_20160723_022875	Zwischen dir und Medea liegt eine Distanz
ETC_20160723_022876	Keine Sorge, ich werde nicht rennen.
ETC_20160723_022877	Medea ist fortgerannt!
ETC_20160723_022878	Medea!
ETC_20160723_022879	Schau mal, wer das ist. Ich habe mich schon gefragt, wer mich verraten hat. Warst du das, verräterische Mönchin?
ETC_20160723_022880	Offenbarer …
ETC_20160723_022881	Nach einem Fragment suchen
ETC_20160723_022882	Das Fragment scheint zu klein zu sein
ETC_20160723_022883	Hier sind schon genug Fragmente
ETC_20160723_022884	Es gibt keine weiteren Monster zu besiegen.
ETC_20160723_022885	Es wird wirklich durch eine Barriere blockiert.
ETC_20160723_022886	Wir müssen uns überlegen, wie wir die Barriere entfernen können.
ETC_20160723_022887	Ja, das ist das Buch!
ETC_20160723_022888	Dies ist nicht das richtige Buch.
ETC_20160723_022889	Kehre hinter die Barriere zurück
ETC_20160723_022890	Die Kugel suchen
ETC_20160723_022891	Nahrung suchen
ETC_20160723_022892	Gute Nahrungsmittel gefunden
ETC_20160723_022893	Nach Kräutern suchen
ETC_20160723_022894	Es gibt keine Kräuter
ETC_20160723_022895	Beim Event-NCS musst du Gesten einsetzen!
ETC_20160723_022896	Du hast schon mehrere Würfel!
ETC_20160723_022897	Kubus und Würfel passen nicht zueinander!
ETC_20160723_022898	Sprich mit dem passenden Kubus!
ETC_20160723_022899	Tasten für die Tränketruhe: {KEYCOUNT} {TEXT}
ETC_20160723_022900	Tasten für die Magus-Gegenstandstruhe: {KEYCOUNT} {TEXT}
ETC_20160723_022901	Tasten für die TP-Bündel-Truhe: {KEYCOUNT} {TEXT}
ETC_20160723_022902	Tasten für die Zufallsgegenstandstruhe: {KEYCOUNT} {TEXT}
ETC_20160723_022903	Tasten für die Edelstein-Gegenstandstruhe: {KEYCOUNT} {TEXT}
ETC_20160723_022904	Tasten für die Verstärkungsgegenstandstruhe: {KEYCOUNT} {TEXT}
ETC_20160723_022905	{TEXT} Du hast einen Goldenen Schlüssel erhalten!
ETC_20160723_022906	Lege die Kugel in den Kubus!
ETC_20160723_022907	Zerstöre den Bewegungskristall!
ETC_20160723_022908	Lebe die Rote Kugel in den Kubus!{nl}Bei Angriff fällt die Kugel auf den Boden
ETC_20160723_022909	Besiege das Hauptmonster, das sich in der Nähe der Monster versteckt, die ganz ähnlich aussehen!
ETC_20160723_022910	Halte die Monster 30 Sekunden vom Altar fern!{nl}Du musst die Monster davon abhalten, die Kraft aus dem Altar zu absorbieren.
ETC_20160723_022911	Besiege Monsteranführer XXX!
ETC_20160723_022912	Beendet: Phase{STEP}{nl} Erhalten: {POINT} PvP-Punkte!
ETC_20160723_022913	St.{STEP} Schatztruhe
ETC_20160723_022914	St.{STEP} Schatztruhen-Belohnung{nl}{TEXT}
ETC_20160723_022915	Aktiviere sie in der Reihenfolge der blinkenden Lichter.{nl}Aktiviere sie in der Reihenfolgen, in der die Lichter aufblinken.
ETC_20160723_022916	[Amboss]-Verbesserungsrate (%)
ETC_20160723_022917	Verbesserter Angriff.
ETC_20160723_022918	Die höchste Kartenstufe wurde erreicht.
ETC_20160723_022919	{OBJ} wird aktiviert.
ETC_20160723_022920	{OBJ} wird von jemandem aktiviert.
ETC_20160723_022921	Vom {GN}-Team aktiviert: {Obj}.
ETC_20160723_022922	Ein Objekt, das verwendet werden kann, um den Wächter zu beschwören, wurde aufgeladen.
ETC_20160723_022923	Du kannst nicht teilnehmen, ohne einer Gilde anzugehören.
ETC_20160723_022924	Möchtest du einer bereits begonnenen Schlacht beitreten?
ETC_20160723_022925	{@st59}Erhöht physischen kritischen Angriff, Blockdurchdringung und maximale Traglast.{/}
ETC_20160723_022926	Du hast entweder keine Fassung oder bereits alle verwendet
ETC_20160723_022927	 erforderlich.
ETC_20160723_022928	Der Token passt
ETC_20160723_022929	Der Token passt nicht
ETC_20160723_022930	Teuer aussehende Kiste wird zurückgegeben
ETC_20160723_022931	Event-Auslöser
ETC_20160723_022932	Event-Auslöser2
ETC_20160811_022933	Kurmis
ETC_20160811_022934	Alchemietisch 1-Monster
ETC_20160811_022935	Arbeitstisch-Monster
ETC_20160811_022936	Event Honigspinne
ETC_20160811_022937	Großvubbewächter
ETC_20160811_022938	Kampfvogel-Futter
ETC_20160811_022939	Taniel I-Gedenkkugel
ETC_20160811_022940	Judejan-Wald
ETC_20160811_022941	Norbrier-Wald
ETC_20160811_022942	Mischekan-Wald
ETC_20160811_022943	Alembikhöhle
ETC_20160811_022944	Regionaler Gildenkampf: 4fach
ETC_20160811_022945	Bergaufabwehr
ETC_20160811_022946	Seemission
ETC_20160811_022947	Du hast dich wirklich angestrengt, danke!
ETC_20160811_022948	Ich werde die Tür jetzt öffnen.
ETC_20160811_022949	Das wird ein kleines Bisschen dauern.{nl}Bitte.
ETC_20160811_022950	Das war's.
ETC_20160811_022951	Du findest mich bei der Barriere.{nl}Wir treffen uns dort.
ETC_20160811_022952	Weiter geht's!
ETC_20160811_022953	Die Kugel absorbiert Kraft.{nl}Beschütze mich, während ich auf die Kugel achte!
ETC_20160811_022954	Ich werde jetzt versuchen, die Barriere auszuschalten!
ETC_20160811_022955	Dort! Das ist Deimantas!
ETC_20160811_022956	Er ist auch ein Dämon, ich wusste es!{nl}Bitte, Offenbarer!
ETC_20160811_022957	Es scheint, dass unser Flüchtling zurückgekehrt ist!
ETC_20160811_022958	Wenn du das unbedingt willst, dann mach einen Märtyrer aus dir!
ETC_20160811_022959	Kurmis hat sich in ein Monster verwandelt. Besiege es!
ETC_20160811_022960	Nun gut, du hast mich bis hierher verfolgt.
ETC_20160811_022961	Oh, aber es ist zu spät! Alles ist nach Plan verlaufen!
ETC_20160811_022962	W … wie bitte? Ich meine … Was ist das?
ETC_20160811_022963	Ein Fluch? Was machst du?
ETC_20160811_022964	Das ist ja nicht zu fassen! Er ist ein Dämon!
ETC_20160811_022965	Lass meinen Fluch in die Tiefen dieses Waldes verschwinden.
ETC_20160811_022966	Clark. Solch eine Verschwendung!
ETC_20160811_022967	Jemand muss sofort verschwinden.
ETC_20160811_022968	Irgendwer … Bitte hilf mir …
ETC_20160811_022969	Tatsächlich?{nl}Du enttäuschst alle.
ETC_20160811_022970	Er ist ein Dämon! Ich wusste es!
ETC_20160811_022971	Offenbarer, bitte!
ETC_20160811_022972	Was ist passiert?
ETC_20160811_022973	Gib endlich auf. Domantas wird dich gut behandeln.
ETC_20160811_022974	Was …
ETC_20160811_022975	De…
ETC_20160811_022976	Erlaub mir, Domantas vorbeizubringen!
ETC_20160811_022977	Aaaah!!!
ETC_20160811_022978	Das ist die Mönchin, die fortgelaufen ist!
ETC_20160811_022979	Ein Dämon!
ETC_20160811_022980	Moment! Wer bist …
ETC_20160811_022981	Was hast …
ETC_20160811_022982	Was hast du getan, du impertinente, unbedeutende Kreatur!
ETC_20160811_022983	Das schauen wir uns mal an.
ETC_20160811_022984	Es gab eine Reaktion.
ETC_20160811_022985	Jetzt schauen wir uns das hier mal an.
ETC_20160811_022986	Hmm …{nl}Das hier ist kein Dämon.
ETC_20160811_022987	Fertig?
ETC_20160811_022988	Ich gehe vor.
ETC_20160811_022989	Es gab wirklich Dämonen unter ihnen …{nl}Stella hatte die ganze Zeit recht.
ETC_20160811_022990	Los, wir gehen zurück.
ETC_20160811_022991	Kein Assassine in Sicht.
ETC_20160811_022992	Drei … Drei!
ETC_20160811_022993	Bitte, tut mir nicht weh!
ETC_20160811_022994	Schwester Stella!?
ETC_20160811_022995	Du hast überlebt!
ETC_20160811_022996	Besiege ihn!
ETC_20160811_022997	Ich habe die Teile zusammengefügt.{nl}Es wird Zeit, ihr eine Falle zu stellen.
ETC_20160811_022998	Fertig!
ETC_20160811_022999	Verwende die Magiekontrollschriftrolle, um Mandara zu schwächen und zu besiegen!
ETC_20160811_023000	Dämonenbarriere mit Dominanzmagie ausgeschaltet.
ETC_20160811_023001	Ich werde Dominanzmagie verwenden.
ETC_20160811_023002	Ich werde jetzt versuchen, die Barriere auszuschalten!
ETC_20160811_023003	Die Monster versammeln sich am Geheimgerät.{nl}Besiege alle Monster.
ETC_20160811_023004	Gut. Wir sollten auch die dritte Barriere sichern.
ETC_20160811_023005	Nachdem der magische Dämonenkreis deaktiviert wurde, ist Grinender erschienen.{nl}Besiege Grinender.
ETC_20160811_023006	Fast fertig. Wir haben es fast geschafft.
ETC_20160811_023007	Irgendetwas stimmt mit den Dämonen nicht!
ETC_20160811_023008	Häh …? Was meinst du damit?
ETC_20160811_023009	Nebulas Macht wurde geschwächt, nachdem sie die Dämonenbarriere deaktiviert hat.{nl}Besiege Nebulas!
ETC_20160811_023010	Mehr kann ich nicht tun. Jetzt liegt es an dir!
ETC_20160811_023011	Zanas! Stören immer wieder!
ETC_20160811_023012	Offenbarung aus dem Kalejimas-Gefängnis erhalten!
ETC_20160811_023013	Irgendwas daran kommt mir seltsam vor.
ETC_20160811_023014	Was ist das für eine seltsame Schwingung?
ETC_20160811_023015	Wir sollten von hier verschwinden!
ETC_20160811_023016	Es strahlt eine Kraft aus, die stärker ist als die anderen Dämonenbarrieren!
ETC_20160811_023017	Irgendetwas ist passiert!
ETC_20160811_023018	Wir müssen Rexipher aufhalten!
ETC_20160811_023019	Überragende Goldhände
ETC_20160811_023020	Dieser Titel wird Nutzern verliehen, die während des Events gewählt werden.
ETC_20160811_023021	Essenzreiniger – Bewegungsgeschwindigkeit reduzieren
ETC_20160811_023022	Reduziert die Bewegungsgeschwindigkeit durch einen magischen Kreis.
ETC_20160811_023023	Essenzreiniger – Spinnennetz
ETC_20160811_023024	Schränkt Bewegungen durch ein Spinnennetz ein.
ETC_20160811_023025	Bewegungsgeschwindigkeit erhöhen – Event
ETC_20160811_023026	HP-Wiederherstellung – Event
ETC_20160811_023027	Stellt alle 10 Sekunden 600 HP wieder her, und zwar für dich und 5 andere Charaktere in einer Reichweite von 50.
ETC_20160811_023028	SP-Wiederherstellung – Event
ETC_20160811_023029	Stelle alle 10 Sekunden 200 SP wieder her, und zwar für dich und 5 andere Charaktere in einer Reichweite von 50.
ETC_20160811_023030	Die Dämonenbarriere stärkt die Kraft.
ETC_20160811_023031	Erscheinung
ETC_20160811_023032	Die Erscheinungsmagie lässt dich für Gegner anders aussehen.
ETC_20160811_023033	Derzeit unter dem Einfluss der Dämonenbarriere.
ETC_20160811_023034	Takouba-Stein
ETC_20160811_023035	Takouba-Magie des alten Takouba-Steins
ETC_20160811_023036	Zanas Geist, der vom blaugrünen Zauberstein beschworen wurde.
ETC_20160811_023037	Sarmas Gift
ETC_20160811_023038	Betroffen von Sarmas Gift
ETC_20160811_023039	Es scheint von Jacks Weihwasser geschwächt zu sein.
ETC_20160811_023040	Schwäche die dämonischen Monster.
ETC_20160811_023041	Sammlung: Bezirk Dingofasil
ETC_20160811_023042	Received game start request with character number exceeding slots or failed to retrieve correct number.
ETC_20160811_023043	The maximum ability level must be over 0.
ETC_20160811_023044	Error in card data. Please check.
ETC_20160811_023045	Failed to defeat monster. Please check.
ETC_20160811_023046	Incorrect index.
ETC_20160811_023047	Guild Hangout Entrance Denied Log
ETC_20160811_023048	Bergaufabwehr-Mission
ETC_20160811_023049	Abwehr-Mission für Anfänger Event
ETC_20160811_023050	Abwehr-Mission für Fortgeschrittene Event
ETC_20160811_023051	Wendet 1 Stunde lang verschiedene Effekte auf deinen Charakter an. Mit Rechtsklick aktivieren.{nl}– Verbraucht Zeit, wenn du mit dem Spiel verbunden bist.{nl}– Als Handwerksmaterial für x 4-EP-Folianten verwendet.{nl}Anleitung kann bei Accessoirehändlern gekauft werden.{nl}[EP-Folianteneffekte]{nl}– +30 % EP bei der Monsterjagd{nl}(Kombinierbar mit Token-Vorteilen){nl}(Funktioniert nicht bei EP-Karten){nl}– Doppelte AUS-Wiederherstellungsrate
ETC_20160811_023052	Rote Edelstein-Kiste
ETC_20160811_023053	Eine Kiste, die 4 Typen von Edelstein und einen Edelsteinschleifer enthält. Mit Rechtsklick erhalten.
ETC_20160811_023054	Blaue Edelstein-Kiste
ETC_20160811_023055	Lila Edelstein-Kiste
ETC_20160811_023056	Grüne Edelstein-Kiste
ETC_20160811_023057	Goldene Edelstein-Kiste
ETC_20160811_023058	Keistas-Tränke-Kiste
ETC_20160811_023059	Eine Kiste, die Keistas-Tränke enthält. Mit Rechtsklick erhalten.
ETC_20160811_023060	Fürstin Hamontals Kiste
ETC_20160811_023061	Eine Kiste, die Fürstin Hamontals Armband enthält. Mit Rechtsklick erhalten.{nl}Der Gegenstand wird im Batch am 30. Juni entfernt.
ETC_20160811_023062	Ritterhauptmann Oskars Kiste
ETC_20160811_023063	Eine Kiste, die Ritterhauptmann Oskars Armreif enthält. Mit Rechtsklick erhalten.{nl}Der Gegenstand wird im Batch am 30. Juni entfernt.
ETC_20160811_023064	Helles Lachsrosa
ETC_20160811_023065	Ein heller Rosafarbton. Mit Rechtsklick aktivieren. Die benutzerdefinierte Farbe findest du auf der Registerkarte "Charaktereinstellungen".
ETC_20160811_023066	TP-Preis zum Ablegen der Anführerkarte
ETC_20160811_023067	Gutschein für die Namensänderung des Charakters
ETC_20160811_023068	Verwenden, um den Namen deines Charakters zu ändern.
ETC_20160811_023069	Gutschein für die Namensänderung des Teams
ETC_20160811_023070	Verwenden, um den Namen deines Teams zu ändern.
ETC_20160811_023071	Gutschein für die Namensänderung der Gilde
ETC_20160811_023072	Verwenden, um den Namen deiner Gilde zu ändern.
ETC_20160811_023073	x 4-EP-Foliant
ETC_20160811_023074	Wendet 1 Stunde lang verschiedene Effekte auf deinen Charakter an. Mit Rechtsklick aktivieren.{nl}– Verbraucht Zeit, wenn du mit dem Spiel verbunden bist.{nl}– Als Handwerksmaterial für x 8-EP-Folianten verwendet.{nl}Anleitung kann bei Accessoirehändlern gekauft werden.{nl}[EP-Folianteneffekte]{nl}– +120 % EP bei der Monsterjagd{nl}(Kombinierbar mit Token-Vorteilen){nl}(Funktioniert nicht bei EP-Karten){nl}– x 5 AUS-Wiederherstellungsrate
ETC_20160811_023075	x 8 EP-Foliant
ETC_20160811_023076	Wendet 1 Stunde lang verschiedene Effekte auf deinen Charakter an. Mit Rechtsklick aktivieren.{nl}– Verbraucht Zeit, wenn du mit dem Spiel verbunden bist.{nl}[EP-Folianteneffekte]{nl}– +240 % EP bei der Monsterjagd{nl}(Kombinierbar mit Token-Vorteilen){nl}(Funktioniert nicht bei EP-Karten){nl}– x 9 AUS-Wiederherstellungsrate
ETC_20160811_023077	Verbesserter EP-Foliant [Event]
ETC_20160811_023078	Wendet 1 Stunde lang verschiedene Effekte auf deinen Charakter an. Mit Rechtsklick aktivieren.{nl}– Verbraucht Zeit, wenn du mit dem Spiel verbunden bist.{nl}[EP-Folianteneffekte]{nl}– +50 % EP bei der Monsterjagd{nl}(Kombinierbar mit Token-Vorteilen){nl}(Funktioniert nicht bei EP-Karten){nl}– Doppelte AUS-Wiederherstellungsrate
ETC_20160811_023079	x 4-EP-Foliant (14 Tage)
ETC_20160811_023080	Wendet 1 Stunde lang verschiedene Effekte auf deinen Charakter an. Mit Rechtsklick aktivieren.{nl}– Verbraucht Zeit, wenn du mit dem Spiel verbunden bist.{nl}[EP-Folianteneffekte]{nl}– +120 % EP bei der Monsterjagd{nl}(Kombinierbar mit Token-Vorteilen){nl}(Funktioniert nicht bei EP-Karten){nl}– x 5 AUS-Wiederherstellungsrate
ETC_20160811_023081	x 8-EP-Foliant (14 Tage)
ETC_20160811_023082	15 TP [Event]
ETC_20160811_023083	Nutzen, um 15 TP zu erhalten.
ETC_20160811_023084	25 TP [Event]
ETC_20160811_023085	Nutzen, um 25 TP zu erhalten.
ETC_20160811_023086	24 TP [Event]
ETC_20160811_023087	Nutzen, um 24 TP zu erhalten.
ETC_20160811_023088	5 TP [Event – 14 Tage]
ETC_20160811_023089	30 TP [Event – 14 Tage]
ETC_20160811_023090	Pfad des Mächtigen, Tag-1-Kiste (7 Tage)
ETC_20160811_023091	Rechtsklick zum Benutzen und Erhalten des Inhalts der Kiste.
ETC_20160811_023092	Pfad des Mächtigen, Tag-2-Kiste (7 Tage)
ETC_20160811_023093	Pfad des Mächtigen, Tag-3-Kiste (7 Tage)
ETC_20160811_023094	Pfad des Mächtigen, Tag-4-Kiste (7 Tage)
ETC_20160811_023095	Pfad des Mächtigen, Tag-5-Kiste (7 Tage)
ETC_20160811_023096	Pfad des Mächtigen, Tag-6-Kiste (7 Tage)
ETC_20160811_023097	Pfad des Mächtigen, Tag-7-Kiste (7 Tage)
ETC_20160811_023098	Pfad des Mächtigen, Tag-8-Kiste (7 Tage)
ETC_20160811_023099	Pfad des Mächtigen, Tag-9-Kiste (7 Tage)
ETC_20160811_023100	Pfad des Mächtigen, Tag-10-Kiste (7 Tage)
ETC_20160811_023101	Letizias Geschenk, Tag-1-Kiste (7 Tage)
ETC_20160811_023102	Letizias Geschenk, Tag-2-Kiste (7 Tage)
ETC_20160811_023103	Letizias Geschenk, Tag-3-Kiste (7 Tage)
ETC_20160811_023104	Letizias Geschenk, Tag-4-Kiste (7 Tage)
ETC_20160811_023105	Letizias Geschenk, Tag-5-Kiste (7 Tage)
ETC_20160811_023106	Letizias Geschenk, Tag-6-Kiste (7 Tage)
ETC_20160811_023107	Letizias Geschenk, Tag-7-Kiste (7 Tage)
ETC_20160811_023108	Letizias Geschenk, Tag-8-Kiste (7 Tage)
ETC_20160811_023109	Letizias Geschenk, Tag-9-Kiste (7 Tage)
ETC_20160811_023110	Letizias Geschenk, Tag-10-Kiste (7 Tage)
ETC_20160811_023111	Noch einmal, Tag-1-Kiste (7 Tage)
ETC_20160811_023112	Noch einmal, Tag-2-Kiste (7 Tage)
ETC_20160811_023113	Noch einmal, Tag-3-Kiste (7 Tage)
ETC_20160811_023114	Noch einmal, Tag-4-Kiste (7 Tage)
ETC_20160811_023115	Noch einmal, Tag-5-Kiste (7 Tage)
ETC_20160811_023116	Noch einmal, Tag-6-Kiste (7 Tage)
ETC_20160811_023117	Noch einmal, Tag-7-Kiste (7 Tage)
ETC_20160811_023118	Noch einmal, Tag-8-Kiste (7 Tage)
ETC_20160811_023119	Noch einmal, Tag-9-Kiste (7 Tage)
ETC_20160811_023120	Noch einmal, Tag-10-Kiste (7 Tage)
ETC_20160811_023121	Abwehr-Mission-Belohnungskiste
ETC_20160811_023122	Rechtsklick zum Benutzen und Erhalten des Inhalts der Kiste.
ETC_20160811_023123	Waffenunterstützungskiste
ETC_20160811_023124	Rechtsklick zum Benutzen und Erhalten des Inhalts der Kiste. Der Kiste wird im Batch am 9. August entfernt.
ETC_20160811_023125	Kampfvogel-Begleiterpaket
ETC_20160811_023126	Jurate-Starterpaket
ETC_20160811_023127	Badekostüm-Paket – Schwertkämpfer (Männer)
ETC_20160811_023128	Badekostüm-Paket – Schwertkämpfer (Frauen)
ETC_20160811_023129	Badekostüm-Paket – Zauberkundiger (Männer)
ETC_20160811_023130	Badekostüm-Paket – Zauberkundiger (Frauen)
ETC_20160811_023131	Badekostüm-Paket – Bogenschütze (Männer)
ETC_20160811_023132	Badekostüm-Paket – Bogenschütze (Frauen)
ETC_20160811_023133	Badekostüm-Paket – Kleriker (Männer)
ETC_20160811_023134	Badekostüm-Paket – Kleriker (Frauen)
ETC_20160811_023135	Allerno-Experimentierzone
ETC_20160811_023136	Jibuza-Platz
ETC_20160811_023137	Raum der Überzeugungen
ETC_20160811_023138	Isolationsgebiet
ETC_20160811_023139	Wartebereich
ETC_20160811_023140	Ergänzungsmaterial-Lagerraum
ETC_20160811_023141	Zentraler Sammelbereich
ETC_20160811_023142	Lager Nr. 1
ETC_20160811_023143	Lager Nr. 2
ETC_20160811_023144	Lager Nr. 3
ETC_20160811_023145	Lager Nr. 4
ETC_20160811_023146	Henkerraum
ETC_20160811_023147	Einzelzelle
ETC_20160811_023148	Resozialisierungswerkstatt
ETC_20160811_023149	Normale Gefängniszelle
ETC_20160811_023150	Gemeinschaftsraum
ETC_20160811_023151	Gefängniszelle für Dauerinsassen
ETC_20160811_023152	Individualwerkstatt
ETC_20160811_023153	Aufenthaltsraum der Insassen
ETC_20160811_023154	Wartegang
ETC_20160811_023155	Vorratsraum
ETC_20160811_023156	Bestrafungsraum
ETC_20160811_023157	Getrennte Abteilung
ETC_20160811_023158	Eingang zum Verhörzimmer
ETC_20160811_023159	Werkstatt-Platz
ETC_20160811_023160	Öffentlicher Bestrafungsraum
ETC_20160811_023161	Raum des Abgrunds
ETC_20160811_023162	Turm der Disziplin
ETC_20160811_023163	Erweitertes Verhörzimmer
ETC_20160811_023164	Verbrennungsofen
ETC_20160811_023165	Henkergelände
ETC_20160811_023166	Beichtstuhl
ETC_20160811_023167	Supjilti-Kreuzung
ETC_20160811_023168	Leeres Vabalas-Grundstück
ETC_20160811_023169	Wildnis von Rjudin
ETC_20160811_023170	Straße nach Granza
ETC_20160811_023171	Tolima-Grasland
ETC_20160811_023172	Zum Salbeiwald
ETC_20160811_023173	Zu den Grynas-Pfaden
ETC_20160811_023174	Diga-Felder
ETC_20160811_023175	Laibtu-Küste
ETC_20160811_023176	Kurvenpfad nach Lazetha
ETC_20160811_023177	Straße zum Sektawald
ETC_20160811_023178	Kanoor-Kreuzung
ETC_20160811_023179	Geschlossenes Wirtshaus
ETC_20160811_023180	Friedhof von Ketra
ETC_20160811_023181	Weg zum Denkmal
ETC_20160811_023182	Pilgerlager
ETC_20160811_023183	Lajidota-Felder
ETC_20160811_023184	Lagerplatz der Fischer
ETC_20160811_023185	Leeres Shinikti-Grundstück
ETC_20160811_023186	Straße nach Belzre
ETC_20160811_023187	Orde-Weggabel
ETC_20160811_023188	Leeres Pavaraj-Grundstück
ETC_20160811_023189	Deveera-Waldweg
ETC_20160811_023190	Gingkaras-Schilffeld
ETC_20160811_023191	Wildnis von Mova
ETC_20160811_023192	Ouaasbaum
ETC_20160811_023193	Rijekavi-Felder
ETC_20160811_023194	Gruft des Eremiten
ETC_20160811_023195	Stjeva-Kreuzung
ETC_20160811_023196	Goulava-Quelle
ETC_20160811_023197	Krasjia-Hügel
ETC_20160811_023198	Klosterlobby
ETC_20160811_023199	Speisekammer
ETC_20160811_023200	Weihwasserbecken
ETC_20160811_023201	Tyznia-Gebetsraum
ETC_20160811_023202	Ishmeenti-Gebetsraum
ETC_20160811_023203	Ehrenhalle
ETC_20160811_023204	Kleiner Bergwerkskristall
ETC_20160811_023205	Barhawald-Ranken
ETC_20160811_023206	Einzelnes Bücherregal
ETC_20160811_023207	Doppeltes Bücherregal
ETC_20160811_023208	Burglampe
ETC_20160811_023209	Burgzauberlampe
ETC_20160811_023210	Beschriftetes weißes Blatt
ETC_20160811_023211	Weißes Blatt
ETC_20160811_023212	Stoffstück
ETC_20160811_023213	Tresor
ETC_20160811_023214	Holztisch
ETC_20160811_023215	Möbelhaufen (Big OBB)
ETC_20160811_023216	Kleiner Grashaufen
ETC_20160811_023217	Verzauberter Kristall 2
ETC_20160811_023218	Wächterkugel
ETC_20160811_023219	Besucherkugel
ETC_20160811_023220	Kampfvogel
ETC_20160811_023221	Templerattribute verwenden
