SKILL_20150317_000001	Angriff
SKILL_20161214_007275	Erhöht den Fertigkeitsschaden von [Stachelschuss] um 2,5 pro Attributsstufe, verbraucht aber 3 Drähte.
SKILL_20161214_007276	Ausbilden: Begleiter am Boden
SKILL_20161214_007277	Erhöht den Fertigkeitsschaden von [Festbeißen], [Schnappen] und [Abholen] um 1 % des Angriffs deines Begleiters pro Attributsstufe.
SKILL_20161214_007278	Ausbilden: Fliegender Begleiter
SKILL_20161214_007279	Erhöht den Fertigkeitsschaden von [Schweben], [Schallschlag] und [Fasan] um 1 % des Angriffs deines Begleiters pro Attributsstufe.
SKILL_20161214_007280	Schutzhilfe: Ziel ändern
SKILL_20161214_007281	Bei [Schutzhilfe] wirst du als Empfänger des Schadens ausgewählt.
SKILL_20161214_007282	Prana-Übertragung: STÄ
SKILL_20161214_007283	[Prana-Übertragung] übertragen auch STÄ-Fähigkeit.
SKILL_20161214_007284	Prana-Übertragung: KON
SKILL_20161214_007285	[Prana-Übertragung] übertragen auch KON-Fähigkeit.
SKILL_20161214_007286	Prana-Übertragung: WEI
SKILL_20161214_007287	[Prana-Übertragung] übertragen auch WEI-Fähigkeit.
SKILL_20161214_007288	Prana-Übertragung: BEW
SKILL_20161214_007289	[Prana-Übertragung] übertragen auch BEW-Fähigkeit.
SKILL_20161214_007290	Wandlung: Buße
SKILL_20161214_007291	[Wandlung] führt dazu, dass das Ziel explodiert, wenn es mit anderen Monstern in Kontakt kommt.
SKILL_20161214_007292	Barriere: Abwehr von Fernangriffen
SKILL_20161214_007293	Innerhalb einer [Barriere] wird der durch Geschosse oder Befehlsangriffe erlittene Schaden um 10 % pro Attributsstufe verringert.
SKILL_20161214_007294	Ain Sof: Gestapelte Heilung
SKILL_20161214_007295	Solange der Effekt von [Ain Sof] wirkt, erhöht sich die durch HP wiederhergestellte Menge um 10 % pro Attributsstufe.
SKILL_20161214_007296	Solange [Fegen] aktiv ist, verlängert sich die Dauer der magischen Kreise von Verbündeten in der Nähe um 1 Sekunde pro Attributsstufe.
SKILL_20161214_007297	Miko des 1. Kreises benötigt
SKILL_20161214_007298	Knappe des 3. Kreises benötigt
SKILL_20161214_007299	Templer des 2. Kreises benötigt
SKILL_20161223_007300	EP-Gewinn und Bewegungsgeschwindigkeit erhöht.
SKILL_20161226_007301	Glückskekse – 1
SKILL_20161226_007302	+30 % EP bei der Monsterjagd{nl}+1 Bewegungsgeschwindigkeit.
SKILL_20161226_007303	Glückskekse – 2
SKILL_20161226_007304	+60 % EP bei der Monsterjagd{nl}+2 Bewegungsgeschwindigkeit
SKILL_20161226_007305	Glückskekse – 3
SKILL_20161226_007306	+90 % EP bei der Monsterjagd{nl}+3 Bewegungsgeschwindigkeit
SKILL_20161226_007307	Glückskekse – 4
SKILL_20161226_007308	+120 % EP bei der Monsterjagd{nl}+4 Bewegungsgeschwindigkeit
SKILL_20161226_007309	Glückskekse – 5
SKILL_20161226_007310	+150 % EP bei der Monsterjagd{nl}+5 Bewegungsgeschwindigkeit
SKILL_20170117_007311	Eventdungeon
SKILL_20170117_007312	Du wirst nicht in der Lage sein, Fertigkeiten oder Gegenstände zu verwenden.{nl}Deine Abwehr wird reduziert sein.
SKILL_20170126_007313	Gewährt deinen Gruppenmitgliedern einen EP-Gewinn von 15 % für 30 Minuten.
SKILL_20170126_007314	Erhöht bei allen Gruppenmitgliedern +4 Bewegungsgeschwindigkeit, +1 Reichweite des Angriffs mit Flächenwirkung und +25 % EP-Gewinn für alle Gruppenmitglieder für 30 Minuten.
SKILL_20170224_007315	Regionale Gildenkämpfe – 1. Platz
SKILL_20170224_007316	Du hast dir den 1. Platz in den regionalen Gildenkämpfen erkämpft.
SKILL_20170224_007317	Regionale Gildenkämpfe – 2. Platz
SKILL_20170224_007318	Du hast dir den 2. Platz in den regionalen Gildenkämpfen erkämpft.
SKILL_20170224_007319	Regionale Gildenkämpfe – 3. Platz
SKILL_20170224_007320	Du hast dir den 3. Platz in den regionalen Gildenkämpfen erkämpft.
SKILL_20170224_007321	Gewinner des Gildenkampfes
SKILL_20170224_007322	Gewinner der Regionalen Gildenkämpfe.
SKILL_20170227_007323	Erhöht den Angriff um +100, die Angriffsgeschwindigkeit um +80 und die Bewegungsgeschwindigkeit um +5.
SKILL_20170227_007324	Erdbeerbonbon
SKILL_20170227_007325	Erhöht 5 Minuten lang den physischen und magischen Angriff um +100.
SKILL_20170227_007326	Brausebonbon
SKILL_20170227_007327	Erhöht 5 Minuten lang die physische und magische Abwehr um +100.
SKILL_20170227_007328	Zitronenbonbon
SKILL_20170227_007329	Erhöht 5 Minuten lang die Bewegungsgeschwindigkeit um +3.
SKILL_20170227_007330	Süßer-Junge-Verstärkung
SKILL_20170227_007331	Erhöht EP-Gewinn durch Bonbonjagd um 20 %.
SKILL_20170227_007332	den physischen und magischen Angriff um +100, die Angriffsgeschwindigkeit um +80 und die Bewegungsgeschwindigkeit um +5.
SKILL_20170303_007333	Erhöht HP, SP-Wiederherstellung, maximale HP um +10 %, Bewegungsgeschwindigkeit um +1, erhöhter EP-Gewinn um +20 %. 
SKILL_20170303_007334	Melde dich zum Event an
SKILL_20170303_007335	Erhöht EP-Gewinn, Angriff, Angriff mit Flächenwirkung und Angriffsgeschwindigkeit.
SKILL_20170313_007336	Feuerwerk
SKILL_20170313_007337	Heizkissen
SKILL_20170313_007338	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Ziele: 5
SKILL_20170313_007339	Platziere eine Flagge, die die Kampffähigkeiten der Piratenmannschaft erhöht. Eine Kombo wird aktiviert, wenn mehrere Gegner rund um die Totenkopfflagge besiegt werden. Wenn du eine Kombo von 300 erzielst, wird eine Fieberverstärkung aktiviert, die Geschossangriffen zusätzlichen Schaden verleiht.
SKILL_20170313_007340	Flaggendauer: #{CaptionTime}# Sekunden{nl}Schaden durch Geschossangriff: +#{CaptionRatio}# %{nl}Fieberdauer: 10 Sekunden
SKILL_20170313_007341	Erhöht vorübergehend die Geschwindigkeit von Standardangriffen und Dolchangriffen. Reduziert den Ausdauerverbraucht um 5 % pro Fertigkeitsstufe "Totenkopfflagge", wenn Verstärkung für "Totenkopfflagge" angewendet wird.
SKILL_20170313_007342	Angriff pro Stapel: +#{CaptionRatio}# %{nl}Abwehr pro Stapel: –#{CaptionRatio3}# % (max. 100 %){nl}Maximale Stapel: #{CaptionRatio2}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20170313_007343	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Ziele: #{CaptionRatio}#{nl}Verbraucht#{CaptionRatio3}# % SP pro Sekunde{nl}Maximale Dauer: 10 Sekunden
SKILL_20170313_007344	Reite den aus dem Zauberbuch beschworenen Dämonen und kontrolliere ihn. Während du den Dämonen reitest werden seine physischen und magischen Angriffe proportional zum magischen Angriff des Reiters erhöht.
SKILL_20170313_007345	Manipuliere die Zeit, damit ein Monster noch einmal an demselben Ort erscheint, an dem es besiegt wurde. Muss in der Nähe der Monster verwendet werden, damit es wirkt. Wiederbelebte Monster können nicht noch einmal wiederbelebt werden.
SKILL_20170313_007346	Angriff #{SkillAtkAdd}#{nl}Angriff (Attribut) #{CaptionRatio}# %{nl}Dauer des Stigmas: 20 Sekunden
SKILL_20170313_007347	{#993399}{ol}[Magisch]{/}{/}{nl}Fügt Gegnern in einem Zielbereich schweren Schaden zu. Die angegriffenen Gegner fügen anderen Gegnern zusätzlichen Schaden zu, indem sie Magie reflektieren.
SKILL_20170313_007348	{#993399}{ol}[Magisch]{/}{/}{nl}Alle Eismagie, die du und deine Gruppenmitglieder wirken (außer Bereitstellungsmagie), wird für eine gewisse Zeit mächtiger.
SKILL_20170313_007349	{#993399}{ol}[Magisch]{/}{/}{nl}Erschafft kurzzeitig einen magischen Kreis, der dich oder deine Verbündeten vorübergehend in einen Riesen verwandelt. Riesen gelten als groß und ihre HP und Abwehr sind erhöht. Reduzierter Einsatz von Fertigkeiten.
SKILL_20170313_007350	{#993399}{ol}[Magisch] – [Licht]{/}{/}{nl}Entlädt einen göttlichen magischen Angriff in einer geraden Linie.
SKILL_20170313_007351	{#993399}{ol}[Magisch]{/}{/}{nl}Erhöht die Chance auf Widerstand gegen Statusleiden für dich und deine Gruppenmitglieder.
SKILL_20170313_007352	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Dauer: #{CaptionTime}# Sekunden{nl}Verbraucht #{SpendPoison}# Einheiten Gift aus dem Gifttopf.
SKILL_20170313_007353	{#DD5500}{ol}[Physisch] – [Gift]{/}{/}{nl}Wirf Jincan, um Gegner anzugreifen. Es besteht eine Chance, dass sich besiegte Gegner in neugeborene Giftinsekten verwandeln, die andere Gegner angreifen.
SKILL_20170313_007354	Verbraucht #{SpendPoison}# Einheiten Gift aus dem Gifttopf.{nl}Max. Anzahl der Giftinsekten: #{CaptionRatio}#{nl}Dauer der Giftinsekten: 3 Sekunden
SKILL_20170313_007355	Angriff 350 % + #{SkillAtkAdd}#{nl}Angriff (Attribut) #{CaptionRatio}# %{nl}Flächenangriffsmodifikator #{SkillSR}#
SKILL_20170313_007356	Angriff 150 % + #{SkillAtkAdd}#{nl}Angriff (Attribut) #{CaptionRatio}# %{nl}Flächenangriffsmodifikator #{SkillSR}#
SKILL_20170313_007357	Dauer der Rauchgranate: #{CaptionTime}# Sekunden{nl}Flächenangriffsmodifikator: #{SkillSR}#
SKILL_20170313_007358	Bereitet einen Kanonenangriff vor, um den Fokus zu erhöhen. Verwendet den Kanonenangriff als Standardangriff, der sich nicht auf Gegner in der unmittelbaren Umgebung auswirkt. Erhöht im Bazooka-Zustand die Standardfertigkeit "Kanonier" um das Doppelte.
SKILL_20170313_007359	Eröffnet einen Laden, um unbekannte Gegenstände zu identifizieren. Die Chancen auf mehr Fassungen und ein höheres Potenzial erhöhen sich mit der Fertigkeitsstufe.
SKILL_20170313_007360	Erhöhte Chance auf zusätzliche Fassungen{nl}Erhöhte Chance auf zusätzliches Potenzial
SKILL_20170313_007361	Überschätzung
SKILL_20170313_007362	Erhöht die Verbesserung deines Schildes und deiner Zweitwaffe sowie die von nahen Verbündeten je nach Fertigkeitsstufe.
SKILL_20170313_007363	Verbesserung: +#{CaptionRatio}#{nl}Dauer: #{CaptionRatio2}# Sekunden
SKILL_20170313_007364	Fälschung
SKILL_20170313_007365	Erschafft eine Fälschung des Accessoires, das dein Charakter trägt. Nur Gruppenmitglieder können die Fälschung nutzen und ihre Effekte nutzen. Der Schätzer erhält die Effekte des Accessoires nicht, wenn die Fälschung verwendet wird.
SKILL_20170313_007366	Dauer der Fälschung: #{CaptionRatio}# Sekunden{nl}Verstärkungsdauer: #{CaptionRatio2}# Sekunden
SKILL_20170313_007367	Entwertung
SKILL_20170313_007368	Bietet eine Chance darauf, alle gegnerischen Ausrüstungsverbesserungen und Transzendenzwerte auf 0 zu setzen. Reduziert den physischen und magischen Angriff sowie die Abwehr, wenn der Gegner ein Monster ist. Dieser Schaden wird um die Hälfte reduziert, wenn der Gegner ein Monsteranführer ist.
SKILL_20170313_007369	Chance auf Entwertung: #{CaptionTime}# %{nl}Ziele: #{CaptionRatio}#{nl}Physischer/magischer Angriff (Monster): -#{CaptionRatio2}# %{nl}Physische/magische Abwehr: -#{CaptionRatio3}# %{nl}Dauer: 120 Sekunden
SKILL_20170313_007370	Blinder Fleck
SKILL_20170313_007371	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Nutze das Vergrößerungsglas zur Suche nach dem blinden Fleck des Gegners und greife an. Der Angriff wird als kritischer Angriff durchgeführt. Gegner in direkter Nähe des anvisierten Ziels werden mit einer höheren Wahrscheinlichkeit von kritischen Angriffen getroffen.{nl}(Die Effekte von "Blinder Fleck" und die kritische Trefferchance des Charakters werden separat berücksichtigt.)
SKILL_20170313_007372	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Erhöhte min. Chancen auf kritischen Angriff{nl}Dauer: #{CaptionRatio}# Sekunden
SKILL_20170313_007373	Max. Anzahl magischer Kreise: #{SkillFactor}#{nl}Erhöht BEW bei Verbündeten.{nl}Ausweichen und Abwehr des Gegners: -#{CaptionRatio}#{nl}Dauer bei Verbündeten: #{CaptionTime}# Sekunden{nl}Dauer bei Gegnern: #{CaptionRatio2}# Sekunden
SKILL_20170313_007374	Versetze dich in einen Zustand, in dem du vorübergehend unverwundbar gegenüber allen Angriffen bist.
SKILL_20170313_007375	Max. Dauer 1,5 Sekunden{nl}Dieses Langstreckengeschoss stellt eine wirksame Abwehr von Magie dar.
SKILL_20170313_007376	{#993399}{ol}[Magisch] – [Licht]{/}{/}{nl}Beschwört den Wagen der Göttin, der an einer vorbestimmten Stelle explodiert und den Gegnern in der Nähe Schaden zufügt.
SKILL_20170313_007377	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}100 % magischer Angriffsschaden bei Kollision{nl}Max. Kollisionen: #{CaptionRatio2}#
SKILL_20170313_007378	Die Kombo wird durch angreifende Gegner aktiviert. Nach 300 Kombos wird die Fieberverstärkung aktiviert.
SKILL_20170313_007379	Totenkopfflagge: Schwächung des Gegners
SKILL_20170313_007380	Triff den Gegner, um die Anzahl der Kombos zu erhöhen.
SKILL_20170313_007381	Verbesserungswerte der Zweitwaffe erhöhen
SKILL_20170313_007382	Schwachstelle aufdecken
SKILL_20170313_007383	Deckt die Schwachstelle des Gegners auf, um die kritische Trefferchance zu erhöhen.
SKILL_20170313_007384	Verbesserung und Transzendenz ignorieren
SKILL_20170313_007385	Fieber
SKILL_20170313_007386	Angriffsschaden von Geschossen erhöhen
SKILL_20170313_007387	Die Abwehr wird mit einem Dämon erhöht.
SKILL_20170313_007388	Piraten
SKILL_20170313_007389	Ein Korsar ist der Gruppenanführer und aktiviert Piraten. Bleibe in der Nähe des Gruppenführers, um einen Piraten-Effekt zu erhalten.
SKILL_20170313_007390	Du erhältst die Effekte des Accessoires eines Schätzers.
SKILL_20170313_007391	Steinsodon-Besitzer
SKILL_20170313_007392	Erhöht den physischen Angriff und die maximalen HP.
SKILL_20170313_007393	Charakter-EP-Event
SKILL_20170313_007394	Gesegneter Spross, Phase 1
SKILL_20170313_007395	Erhöht +10 % EP-Gewinn mit dem Segen der Göttin.
SKILL_20170313_007396	Gesegneter Spross, Phase 2
SKILL_20170313_007397	Erhöht +20 % EP-Gewinn und +1 Bewegungsgeschwindigkeit{nl}mit dem Segen der Göttin.
SKILL_20170313_007398	Gesegneter Spross, Phase 3
SKILL_20170313_007399	Erhöht +30 % EP-Gewinn, +1 Bewegungsgeschwindigkeit{nl}und +500 maximale HP mit dem Segen der Göttin.
SKILL_20170313_007400	Gesegneter Spross, Phase 4
SKILL_20170313_007401	Erhöht +40 % EP-Gewinn, +2 Bewegungsgeschwindigkeit{nl}und +1.000 maximale HP mit dem Segen der Göttin.
SKILL_20170313_007402	Gesegneter Spross, Phase 5
SKILL_20170313_007403	Erhöht +50 % EP-Gewinn, +3 Bewegungsgeschwindigkeit{nl}und +2.000 maximale HP mit dem Segen der Göttin.
SKILL_20170313_007404	+30 % EP-Gewinn bei der Monsterjagd{nl}+2 Bewegungsgeschwindigkeit
SKILL_20170313_007405	+50 % EP-Gewinn bei der Monsterjagd{nl}+3 Bewegungsgeschwindigkeit{nl}+500 max. HP
SKILL_20170313_007406	+50 % EP-Gewinn bei der Monsterjagd{nl}+4 Bewegungsgeschwindigkeit{nl}+1000 max. HP
SKILL_20170313_007407	+50 % EP-Gewinn bei der Monsterjagd{nl}+5 Bewegungsgeschwindigkeit{nl}+2000 max. HP
SKILL_20170313_007408	* Kann Waffen wechseln.
SKILL_20170313_007409	* Kann Waffen vom Typ [Einhändiges Schwert] ausrüsten.
SKILL_20170313_007410	* Kann Waffen vom Typ [Zweihänder] ausrüsten.
SKILL_20170313_007411	* Kann Waffen vom Typ [Einhändiger Speer] ausrüsten.
SKILL_20170313_007412	* Kann Waffen vom Typ [Zweihandspeer] ausrüsten.
SKILL_20170313_007413	* Kann Waffen vom Typ [Bogen] ausrüsten.
SKILL_20170313_007414	* Kann Waffen vom Typ [Armbrust] ausrüsten.
SKILL_20170313_007415	* Kann Waffen vom Typ [Stab] ausrüsten.
SKILL_20170313_007416	* Kann Waffen vom Typ [Kampfstab] ausrüsten.
SKILL_20170313_007417	* Kann Waffen vom Typ [Keule] ausrüsten.
SKILL_20170313_007418	* Kann Waffen vom Typ [Zauberstab] ausrüsten.
SKILL_20170313_007419	* Kann Waffen vom Typ [Pistole] ausrüsten.{nl}* Kann mit der Pistole mit der Taste "C" angreifen.
SKILL_20170313_007420	* Kann Rüstungen aus [Stoff] anlegen.{nl}* Hast du 3 oder mehr Rüstungsteile aus [Stoff] angelegt, erhöhen sich deine maximalen SP proportional zur Attributsstufe, und dein erlittener magischer Schaden verringert sich um 5 %.{nl}* Hast du 4 Rüstungsteile aus [Stoff] angelegt, erhöht sich deine magische Abwehr proportional zur Attributsstufe, und dein erlittener magischer Schaden verringert sich um 10 %.
SKILL_20170313_007421	* Kann Rüstungen aus [Leder] anlegen.{nl}* Hast du 3 oder mehr Rüstungsteile aus [Leder] angelegt, erhöht sich deine Ausweichrate proportional zur Attributsstufe.{nl}* Hast du 4 Rüstungsteile aus [Leder] angelegt, erhöht sich deine durch Attribute erhaltene Ausweichrate um 50 %.
SKILL_20170313_007422	* Kann Rüstungen aus [Platten] anlegen.{nl}* Hast du 3 oder mehr Rüstungsteile aus [Platten] angelegt, erhöhen sich deine maximalen HP proportional zur Attributsstufe, und dein erlittener physischer Schaden verringert sich um 5 %.{nl}* Hast du 4 Rüstungsteile aus [Stoff] angelegt, erhöht sich deine maximale Ausdauer proportional zur Attributsstufe, und dein erlittener physischer Schaden verringert sich um 10 %.
SKILL_20170313_007423	* Fügt 2,5 % zusätzlichen Schaden pro Attributsstufe zu, wenn ein Gegner von hinten mit einem Dolch angegriffen wird.
SKILL_20170313_007424	* Kann die Fertigkeit beim Reiten von Begleitern anwenden.
SKILL_20170313_007425	* Kann Waffen vom Typ [Rapier] ausrüsten.
SKILL_20170313_007426	* Erhöht das maximale Inventargewicht des Charakters um 20.
SKILL_20170313_007427	* Erhöht den Zyklus des Ausdauerverbrauchs des Begleiters um 10 Sekunden pro Attributsstufe.
SKILL_20170313_007428	* Wenn die HP des Begleiters unter 50 % fallen, wird der Effekt [Erste Hilfe] aktiviert, der 2 Sekunden lang HP wiederherstellt.{nl}Die Dauer wird verlängert um 1 Sekunde pro Attributsstufe ab St. 2{nl}[Erste Hilfe] kann 10 Minuten lang nicht erneut verwendet werden, nachdem es aktiviert wurde.
SKILL_20170313_007429	* Kann Waffen vom Typ [Gewehr] ausrüsten.
SKILL_20170313_007430	* Erhöht die maximale Anzahl der Verstärkungen des Charakters um 1.
SKILL_20170313_007431	* Waffen vom Typ [Einhändiges Schwert] können mit der rechten Hand ausgerüstet werden (Zweitwaffe).
SKILL_20170313_007432	* Erhöht den Schaden, der einem Gegner mit [Prügeln] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20170313_007433	* Erhöht den durch [Prügeln] zugefügten Schaden um 28 pro Attributsstufe.
SKILL_20170313_007434	* Hebt den Schaden von [Prügeln] auf das Niveau eines Schwertkämpfers des 3. Kreises an.
SKILL_20170313_007435	* Erhöht den durch [Stoßen] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007436	* Hebt den Schaden von [Stoßen] auf das Niveau eines Schwertkämpfers des 2. Kreises an.
SKILL_20170313_007437	* Hebt den Schaden von [Stoßen] auf das Niveau eines Schwertkämpfers des 3. Kreises an.
SKILL_20170313_007438	* Verstärkt den Erhöhungseffekt des physischen Schadens und den Effekt der geschwächten Abwehr von [Gung Ho] um 1 pro Attributsstufe.
SKILL_20170313_007439	* Erhöht den zusätzlichen Schaden von [Konzentration] um 2 pro Attributsstufe.
SKILL_20170313_007440	* Erhöht den physischen Angriff von [Zurückhalten] pro Attributsstufe.{nl}* Verstärkt Effekte, die die maximalen HP verringern.
SKILL_20170313_007441	* Erhöht den durch [Knaufschlag] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007442	* Hebt den Schaden von [Knaufschlag] auf das Niveau eines Schwertkämpfers des 3. Kreises an.
SKILL_20170313_007443	* Erhöht den durch [Doppelhieb] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007444	* Erhöht den Flächenangriffsmodifikator von [Prügeln] um 1 pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007445	* Aktiviert beim Einsatz von [Stoßen] Angriffe in Folge mit einer Chance von 1 % pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 3.
SKILL_20170313_007446	* Von [Prügeln] getroffene Gegner werden niedergeschlagen.{nl}* Erhöht den SP-Verbrauch um 2.{nl}* Erhöht die Abklingzeit um 2 Sekunden.
SKILL_20170313_007447	* Erhöht die kritische Trefferchance von [Doppelhieb] um 7 % pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 8.
SKILL_20170313_007448	* Bewirkt mit [Stoßen] bei betäubten Gegnern für 5 Sekunden [Bluten].{nl}* Der Schaden durch "Bluten" ist proportional zur STÄ des Charakters.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007449	* Durch [Zurückhalten] betäubte Gegner werden verlangsamt, sobald die Betäubung nachlässt.{nl}* Erhöht die Dauer der Verlangsamung um 3 Sekunden pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 8.
SKILL_20170313_007450	* Erhöht die Dauer der Betäubung durch [Zurückhalten] um 1 Sekunde pro Attributsstufe.{nl}* Erhöht die Abklingzeit um 3 Sekunden.
SKILL_20170313_007451	* Erhöht die Provokation beim Angriff auf Gegner um 50 % pro Attributsstufe.
SKILL_20170313_007452	* Erhöht die Dauer von [Schmerzbarriere] um 5 Sekunden.{nl}* Erhöht den SP-Verbrauch um 8.
SKILL_20170313_007453	* Erhöht den durch [Kantenschlag] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007454	* Hebt den Schaden von [Kantenschlag] auf das Niveau eines Peltasta des 2. Kreises an.
SKILL_20170313_007455	* Hebt den Schaden von [Kantenschlag] auf das Niveau eines Peltasta des 3. Kreises an.
SKILL_20170313_007456	* Erhöht den durch [Umbo-Schlag] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007457	* Hebt den Schaden von [Umbo-Schlag] auf das Niveau eines Peltasta des 2. Kreises an.
SKILL_20170313_007458	* Hebt den Schaden von [Umbo-Schlag] auf das Niveau eines Peltasta des 3. Kreises an.
SKILL_20170313_007459	* Erhöht die Abwehr von [Wächter] pro Attributsstufe.{nl}* Verstärkt Effekte, die den physischen Angriff schwächen.
SKILL_20170313_007460	* Erhöht den durch [Schildwurf] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007461	* Hebt den Schaden von [Schildwurf] auf das Niveau eines Peltasta des 3. Kreises an.
SKILL_20170313_007462	* Erhöht den durch [Schmetterling] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007463	* Erhöht die maximalen HP deines Charakters um 5 % pro Attributsstufe, solange [Draufgänger] aktiv ist.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007464	* Bei Gegnern, die von [Umbo-Schlag] getroffen werden, besteht eine Chance von 5 % pro Attributsstufe, dass sie für 3 Sekunden mit [Betäubung] belegt werden.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007465	* Erhöht den Flächenangriffsmodifikator von [Schildwurf] um 1 pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 5.{nl}* Erhöht die Abklingzeit um 2 Sekunden.
SKILL_20170313_007466	* Erhöht Blocken um 5 % pro Attributsstufe, wenn du einen [Schild] ausgerüstet hast.
SKILL_20170313_007467	* Drücke, sobald du einen Schild ausgerüstet hast, die Taste "C", um [Deckung] zu verwenden.
SKILL_20170313_007468	* Erhöht deine physische Abwehr um 10 % pro Attributsstufe, während [Deckung] aktiv ist.
SKILL_20170313_007469	* Von [Umbo-Schlag] getroffene Gegner werden niedergeschlagen.{nl}* Erhöht die Niederschlagkraft um 40 pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007470	* Erhöht deine Abwehr um 1 pro Attributsstufe, wenn du [Hohe Deckung] einsetzt.
SKILL_20170313_007471	* Erhöht den Schaden von [Kantenschlag] auf 250 %, wenn du [Hohe Deckung] einsetzt.{nl}* Ab St. 2 erhöht sich der Schaden um 20 % pro Attributsstufe.
SKILL_20170313_007472	* Erhöht den Schaden von [Umbo-Schlag] auf 250 %, wenn du [Hohe Deckung] einsetzt.{nl}* Ab St. 2 erhöht sich der Schaden um 20 % pro Attributsstufe.
SKILL_20170313_007473	* Erhöht die Ausweichrate des Charakters um 6 % pro Attributsstufe, solange [Wächter] aktiv ist.{nl}* Erhöht den SP-Verbrauch um 10.
SKILL_20170313_007474	* Erhöht den durch [Umbo-Stoßen] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007475	* Erhöht den durch [Langort] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007476	* Die Verwendung von [Langort] erhöht die Blockchance gegen Gegner um 5 % pro Attributsstufe.{nl}* Wenn du erfolgreich blockst, wird der Gegner 3 Sekunden lang mit [Stille] belegt.{nl}* Erhöht den SP-Verbrauch um 7.
SKILL_20170313_007477	* Gruppenmitglieder erhalten eine Verstärkung, wenn [Draufgänger] verwendet wird.{nl}* Erhöht den SP-Verbrauch um 3.
SKILL_20170313_007478	* Erhöht den durch [Cartar-Streich] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007479	* Hebt den Schaden von [Cartar-Streich] auf das Niveau eines Highlanders des 2. Kreises an.
SKILL_20170313_007480	* Hebt den Schaden von [Cartar-Streich] auf das Niveau eines Highlanders des 3. Kreises an.
SKILL_20170313_007481	* Erhöht den durch [Krone] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007482	* Hebt den Schaden von [Krone] auf das Niveau eines Highlanders des 2. Kreises an.
SKILL_20170313_007483	* Hebt den Schaden von [Krone] auf das Niveau eines Highlanders des 3. Kreises an.
SKILL_20170313_007484	* Erhöht den durch [Wagenrad] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007485	* Hebt den Schaden von [Wagenrad] auf das Niveau eines Highlanders des 2. Kreises an.
SKILL_20170313_007486	* Hebt den Schaden von [Wagenrad] auf das Niveau eines Highlanders des 3. Kreises an.
SKILL_20170313_007487	* Erhöht den Erhöhungseffekt der physischen Abwehr von [Parierstange] um 1 per Attributsstufe.
SKILL_20170313_007488	* Erhöht den durch [Moulinet] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007489	* Hebt den Schaden von [Moulinet] auf das Niveau eines Highlanders des 3. Kreises an.
SKILL_20170313_007490	* Erhöht den durch [Schädelschwinger] zugefügten Schaden um 1 % pro Attributsstufe.
SKILL_20170313_007491	* Erhöht Rückschlagkraft von [Cartar-Streich] um 50 pro Attributsstufe.{nl}* Erhöht die Abklingzeit um 2 Sekunden.
SKILL_20170313_007492	* Erhöht den Wert, um den INT und WEI des Gegners durch [Krone] verringert werden, um 2 % pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 6.
SKILL_20170313_007493	* Erhöht den Flächenangriffsmodifikator von [Wagenrad] um 1.{nl}* Erhöht den SP-Verbrauch um 5.
SKILL_20170313_007494	* Erhöht den kritischen Angriff um 10 %, wenn du mit einem [Zweihänder] ausgerüstet bist.
