QUEST_LV_0400_20161005_000001	Kedora Alliance Merchant Alta
QUEST_LV_0400_20171128_002847	Agailla Hektis Erscheinung hat dir gesagt, du müsstest einen Eliteanhänger von Ehrgeiz-Hauberk manipulieren. Es ist allerdings nicht einfach, Eliteanhänger von gewöhnlichen Anhängern zu unterscheiden. Mit der Essenz eines Eliteanhängers wird die Erscheinung ein Erkennungszeichen für dich herstellen. Besiege Eliteanhänger, um ihre Essenz aufzusammeln.
QUEST_LV_0400_20171128_002848	Harugal besiegen, um %s zu sammeln
QUEST_LV_0400_20171128_002849	Wende die Registrierungskugel auf Schwarzharugal an, einen Eliteanhänger von Ehrgeiz-Hauberk.
QUEST_LV_0400_20171128_002850	Die Erscheinung hat dir aufgetragen, das Erkennungszeichen zu verwenden um Schwarzharugals zu finden, die Eliteanhänger von Ehrgeiz-Hauberk. Wende dann die Registrierungskugel auf sie an. Schwäche sie zuerst und benutze dann die Registrierungskugel, indem du den Gegenstand in deinem Inventar anklickst.
QUEST_LV_0400_20171128_002851	Die Situation bei Ehrgeiz-Hauberk beobachten
QUEST_LV_0400_20171128_002852	Beobachte, wie Ehrgeiz-Hauberk auf das reagiert, was ihm seine manipulierten Anhänger sagen.
QUEST_LV_0400_20171128_002853	Dem Mönch Aistis die Teile geben
QUEST_LV_0400_20171128_002854	Agailla Hekti hat dich gebeten, Aistis die Teile zu geben und ihn zu beschützen, während er das System repariert. Tu, was sie sagt.
QUEST_LV_0400_20171128_002855	Das zentrale Steuerterminal reparieren
QUEST_LV_0400_20171128_002856	Agailla Hekti möchte die Kraftstufe des veränderten Systems einstellen, während die drei Hauberks gegeneinander kämpfen. Dafür müsstest du das zentrale Steuerterminal benutzen. Es ist jedoch beschädigt. Repariere das Terminal.
QUEST_LV_0400_20171128_002857	Die langen Träume im Narvastempel
QUEST_LV_0400_20171128_002858	Den Warpapparat benutzen
QUEST_LV_0400_20171128_002859	Benutze den Warpapparat, um zu Hauberk zu gelangen.
QUEST_LV_0400_20171128_002860	Den vereinten Hauberk besiegen
QUEST_LV_0400_20171128_002861	Die drei Hauberks haben sich zu einem vereint. Seine Kräfte sind noch nicht vollständig wiederhergestellt, werden aber mit jeder Minute stärker. Besiege den Dämonenfürst Hauberk mit dem veränderten System, bevor dieser Punkt erreicht ist.
QUEST_LV_0400_20171128_002862	In der Nähe des Schmetterlings hast du die Inschrift auf dem Grabstein laut vorgelesen. Sprich mit Indrea.
QUEST_LV_0400_20171128_002863	Nachdem du die Inschrift vorgelesen hast, beginnt der Baum zu singen. Lausche dem Lied.
QUEST_LV_0400_20171128_002864	An dem Baum ist ein besonderer blauer Apfel gewachsen. Sprich mit Indrea.
QUEST_LV_0400_20180208_002873	Demon Goddess Giltine came to this place to look for Goddess Laima's revelation that should have been for you, Revelator.{nl}Goddess Vivora believed that Demon Goddess Giltine was looking for a book that contained knowledge about her.{nl}
QUEST_LV_0400_20180208_002874	But Goddess Laima did not want you to know this much about the revelation.{nl}This revelation contains truths meant for Giltine.{nl}
QUEST_LV_0400_20180208_002875	You must do your best to lose it.{nl}Neringa will tell you Goddess Laima's predictions at the time when you are meant to know.{nl}
QUEST_LV_0400_20180208_002876	Put your faith in Goddess Laima and Neringa shall work with you.{nl}Outside of us, no one else must learn of Goddess Laima's prediction.
QUEST_LV_0400_20180208_002877	This is Goddess Vaivora's Fantasy Library, which has on record all of the world's knowledge and history.{nl}In this place, you can only view the information meant for you.{nl}
QUEST_LV_0400_20180208_002878	You will not be able to see the books that are not.{nl}This place has history and wisdom about humanity that even the Goddesses themselves do not know about.{nl}
QUEST_LV_0400_20180208_002879	In the far future, when you are ready to learn of it, you will be able to view it too.{nl}But now is not that time. 
QUEST_LV_0400_20180208_002880	Neringa knew you would accept the invitation.{nl}And there is much that needs to be said.{nl}
QUEST_LV_0400_20180208_002881	You and Neringa will go together to Goddess Vaivora's domain.{nl}Humans are meant to approach the location primarily by invitation.{nl}
QUEST_LV_0400_20180208_002882	But this is still not the case.{nl}There is something you need to know.{nl}Starting from Neringa...
QUEST_LV_0400_20180208_002883	Revelator, you must have some concerns about this current situation.{nl}
QUEST_LV_0400_20180208_002884	Neringa will convey Goddess Laima's will to you.{nl}Yet only at the times deemed right.
QUEST_LV_0400_20180208_002885	Together with Neringa, you will go to Fantasy Library.{nl}There you will meet with Goddess Vaivora and her Kupole helper.{nl}
QUEST_LV_0400_20180208_002886	They will not welcome a human to the Fantasy Library.{nl}Please do not forget. Neringa recommended you for an invitation.{nl}
QUEST_LV_0400_20180208_002887	You are here because Neringa helped you to gain the Goddess' trust.{nl}Please continue to build her trust in you.{nl}
QUEST_LV_0400_20180208_002888	Focus on listening to her and completing her requests.{nl}Neringa will go first and wait for you.
QUEST_LV_0400_20180208_002889	So, you are the Revelator.{nl}I have heard about you from Neringa.{nl}Where you come from and where you are being pulled towards... I have heard it all.
QUEST_LV_0400_20180208_002890	Yet, I still have reservations about Neringa's judgement in inviting you here.{nl}I assume you have already heard from Neringa what it that we do.{nl}
QUEST_LV_0400_20180208_002891	I asked Neringa as well. What can a human do for us here?{nl}You will have to prove yourself through sacrifice to answer that question.{nl}
QUEST_LV_0400_20180208_002892	I strive to prevent humans like you from interrupting the Goddesses' work.{nl}Go help Neringa.{nl}That is something you can do.
QUEST_LV_0400_20180208_002893	As you can see, at the moment there is no opportunity for you to join Goddess Vaivora's plans.{nl}So, solve her smaller issues to gain her trust.{nl}
QUEST_LV_0400_20180208_002894	The defensive system in Sausis Room 9 is weak, allowing demons to trespass easily.{nl}But Goddess Vaivora's Kupole cannot stop them alone.{nl}
QUEST_LV_0400_20180208_002895	It would be good to take her place.{nl}Defeat a few of the demons and you will gain a lot Her trust.
QUEST_LV_0400_20180208_002896	Your ability is already known.{nl}How much you can do is also already known.{nl}Meaning, what you need to know is already known.
QUEST_LV_0400_20180208_002897	You did well.{nl}Right now Goddess Vaivora is in Valandis Room 2 preparing a trap to capture Demon Goddess Giltine.{nl}
QUEST_LV_0400_20180208_002898	She thinks that Giltine wants to get her hands on the book that's about her.{nl}It's not proper work for a goddess, but Giltine won't fall for just any trap.
QUEST_LV_0400_20180208_002899	You will have to work hard to gain Goddess Vaivora's trust.{nl}But the time, and the work that you have to do, has already been decided.
QUEST_LV_0400_20180208_002900	Set your mind towards protecting the Goddess' very precious records.{nl}Everywhere is flooded with demons destroying them.{nl}
QUEST_LV_0400_20180208_002901	Please go and collect these scattered records.{nl}Doing something as simple as this will surely attract the Goddess' attention.
QUEST_LV_0400_20180208_002902	Doing this much will draw the Goddess' attention.{nl}Goddess Vaivora believes that if Giltine is removed everything will be solved.{nl}
QUEST_LV_0400_20180208_002903	This means isolating her from the rest of the world.{nl}But everything that happens is influenced by the Devine Tree itself.{nl}
QUEST_LV_0400_20180208_002904	Even if Demon Goddess Giltine disappears other, more uncontrollable versions of her will take her place.{nl}Sadly, Goddess Vaivora does not have faith in Goddess Laima's prediction.{nl}
QUEST_LV_0400_20180208_002905	She also does not have faith in you, who was selected by Laima.{nl}Therefore, here, together with the hand of faith, you must match Goddess Lamia's prediction.
QUEST_LV_0400_20180208_002906	Kupole Rugile is alone in Sausis Room 9 dealing with the demons.{nl}Despite being Vaivora's Kupole, she will not be able to handle them all alone.{nl}
QUEST_LV_0400_20180208_002907	You must help Kupole Rugile.{nl}However, Vaivora's Kupole will be weary of you since you are a human.{nl}
QUEST_LV_0400_20180208_002908	Before approaching her, remove the Kupole trap set by the demons.{nl}Kupole Rugile will show interest in you after this. And, of course, this interest will be conveyed to Goddess Vaivora.
QUEST_LV_0400_20180208_002909	You are the human Neringa invited.{nl}There is something a human can do to help us...{nl}
QUEST_LV_0400_20180208_002910	You seem strong enough and ready to serve the goddess.{nl}If there is no other place you must be, can you help me?
QUEST_LV_0400_20180208_002911	It's a difficult situation.{nl}Vaivora and I sealed off all of the passages used by the demons.{nl}But how are they still able to enter?{nl}
QUEST_LV_0400_20180208_002912	Certainly, by someone's help they are entering.{nl}This scroll can detect the small gaps in which the demons are using to invade.{nl}
QUEST_LV_0400_20180208_002913	With this scroll, find the point of invasion and remove it.{nl}I will not be able to hold out for long if this continues.
QUEST_LV_0400_20180208_002914	This place has been run by Goddess Vaivora and the Kupoles for a long time.{nl}This place is unbeknownst even to the followers of Vaivora.
QUEST_LV_0400_20180208_002915	It's more than just a few demons that have entered.{nl}And they are ruining the library.{nl}
QUEST_LV_0400_20180208_002916	I do not know what it is they seek, but I cannot allow them to touch the records at will.{nl}Please get rid of the demons you see in the area.
QUEST_LV_0400_20180208_002917	Possibly the records of the great and unnamed kings have already disappeared. {nl}As time passes, so will more and more records.{nl}Please stop the demons.
QUEST_LV_0400_20180208_002918	Thank you so much.{nl}Thanks to you we can protect the records that are under our care.
QUEST_LV_0400_20180208_002919	After seeing your actions here, it seems you would be an even greater help to the Goddess.{nl}We will tell the Goddess of your courage and sacrifice.{nl}
QUEST_LV_0400_20180208_002920	Now return to Neringa and tell her of your accomplishment.{nl}And, by all means, please use your power in correct place.
QUEST_LV_0400_20180208_002921	You have returned.{nl}The news of you helping Rugile has been passed on to Goddess Vaivora.{nl}We can now move on to the next stage.{nl}
QUEST_LV_0400_20180208_002922	You with Neringa will meet someone you have had a long ill-fated relationship with.{nl}Let's go to Sausis Room 10.
QUEST_LV_0400_20180208_002923	You are the first to be invited here.{nl}In the past, there was commotion because of those who were not invited.
QUEST_LV_0400_20180208_002924	Slowly more and more demons are invading.{nl}It's hard for me to figure out alone how they are coming here.{nl}
QUEST_LV_0400_20180208_002925	I've done all I've could but it's not enough.{nl}However, if you can help me, I will be able to gather some time.{nl}
QUEST_LV_0400_20180208_002926	Suspicious magic gathering demons have been found.{nl}If you can defeat them, it will decrease the number of demons coming this way.{nl}Please do this for us.
QUEST_LV_0400_20180208_002927	Although I know a great scale of the Fantasy Library, there are thousands of areas.{nl}If the demons enter through another location this will cause huge problems.
QUEST_LV_0400_20180208_002928	At least I have one less nuisance to deal with.{nl}I appreciate your help.
QUEST_LV_0400_20180208_002929	The invading demons are damaging the books.{nl}They do not hesitate with their meaningless plundering.{nl}
QUEST_LV_0400_20180208_002930	Maybe their leader said to destroy whatever they could get their hands on.{nl}If you want to help the Goddess don't allow them to run away with the records.{nl}
QUEST_LV_0400_20180208_002931	Please recover the unidentified records that the demons stole.
QUEST_LV_0400_20180208_002932	We still have not found a place for all that is contained in the Fantasy Library.{nl}The records that Vaivora and us, the Kupole, still need to classify are slowly coming in.
QUEST_LV_0400_20180208_002933	I see the damaged records. Those demons...{nl}
QUEST_LV_0400_20180208_002934	After this is done, Vaivora will punish those demons.{nl} Thank you for your help.
QUEST_LV_0400_20180208_002935	Everything have been decided.{nl}Even if you try to fight your destiny, the end will be the same.{nl}You are on the right track. You are doing well.
QUEST_LV_0400_20180208_002936	Vaivora will help solve everything.
QUEST_LV_0400_20180208_002937	Goddess Vaivora has almost completed her plan.{nl}But we cannot have the Beholder interfere.{nl}
QUEST_LV_0400_20180208_002938	Your work here should stand out.{nl}Therefore, Vaivora will have a request for you in the next District.{nl}
QUEST_LV_0400_20180208_002939	This place is overrun with the Beholder's plans.{nl}Everywhere the Kupole are falling into its traps and getting into trouble.{nl}
QUEST_LV_0400_20180208_002940	We must rid Sausis Room 10 of the Beholder's shadow.{nl}Destroy the first corrupted crystal.{nl}
QUEST_LV_0400_20180208_002941	If you leave the corrupted crystal alone, the Beholder and the demons will continue to harass the Kupole.{nl}And, remember, the fact that Neringa is here must not be revealed.
QUEST_LV_0400_20180208_002942	The Beholder thinks the situation will go according to plan.{nl}But everything will go as predicted. Focus on your role.
QUEST_LV_0400_20180208_002943	Destroying that many will be enough.{nl}It will be troublesome if the Beholder becomes aware of us.
QUEST_LV_0400_20180208_002944	Destroying the corrupted crystals made the plan smoother.{nl}Kupole Saya is dealing with the invading demons here.{nl}
QUEST_LV_0400_20180208_002945	But there were so many, she went into hiding to replenish her energy.{nl}You will present a good impression if you defeat the demons that are near her.{nl}
QUEST_LV_0400_20180208_002946	Defeat the demons and then go to Kupole Saya.
QUEST_LV_0400_20180208_002947	There is no better way. Follow the chosen path.
QUEST_LV_0400_20180208_002948	You are the human traveling with Neringa.{nl}I'm surprised that a human can defeat these demons.{nl}You could be a powerful asset to Vaivora.
QUEST_LV_0400_20180208_002949	As the demons invaded they destroyed most of the protection crystals.{nl}If they are not restored the demons will treat this place like their house.{nl}
QUEST_LV_0400_20180208_002950	If you want to help Vaivora, first help to restore the protection crystals.{nl}The protection crystals were shattered into Trasium Pieces, please collect as many Trasium Pieces as possible and return to me.
QUEST_LV_0400_20180208_002951	I do not know how far you will accomplish, but I will not refuse you even if you fail.{nl}Whereever you go, you are still just a human.
QUEST_LV_0400_20180208_002952	I'm surprised. You have completely changed my thoughts about humans.{nl}Have all humans become as strong as you?
QUEST_LV_0400_20180208_002953	While you were away Neringa contacted me.{nl}
QUEST_LV_0400_20180208_002954	I told her about your skillfulness.{nl}But Neringa's thinking seems a little different.
QUEST_LV_0400_20180208_002955	You did well. Saya has praised you.{nl}Now there is only one more Kupole to save.
QUEST_LV_0400_20180208_002956	I'm planning to collect Trasium Pieces in order to restore the protection crystals.{nl}I hope we can use your strength when the time comes.
QUEST_LV_0400_20180208_002957	The Beholder has installed a magic prison to keep the Kupole.{nl}Goddess Vaivora's main helper, Kupole Ouida is here as well.{nl}
QUEST_LV_0400_20180208_002958	If you save her, Goddess Vaivora's expectations of you will rise.{nl}Destroy the magic prison and save Kupole Ouida.{nl}
QUEST_LV_0400_20180208_002959	She will then have a request for you.{nl}After that we will meet the Beholder.
QUEST_LV_0400_20180208_002960	I trust and follow you in accordance with the prediction.{nl}Refrain from unnecessary actions and concentrate on your role.
QUEST_LV_0400_20180208_002961	And you are?{nl}
QUEST_LV_0400_20180208_002962	A human... I thought I would be saved by Vaivora...{nl}It's not what I expected but thank you for rescuing me.
QUEST_LV_0400_20180208_002963	The Beholder has installed magical prisons everywhere.{nl}The Kupole are in a state of confusion allowing the Beholder to rummage through the library.{nl}
QUEST_LV_0400_20180208_002964	But we cannot allow this to continue.{nl}Will you allow them to roam around Vaivora's library? Open your eyes.{nl}
QUEST_LV_0400_20180208_002965	The reason they can roam here is because the protection crystals were destroyed.{nl}The remaining one is being attacked by the demons now.{nl}
QUEST_LV_0400_20180208_002966	Ride this transportation device to the crystal.{nl}Defeat them all with your power.
QUEST_LV_0400_20180208_002967	You do not need to return to Ouida.{nl}Time is short. We must go to Goddess Vaivora after facing him.
QUEST_LV_0400_20180208_002968	The Beholder must be growing aware that their plan is falling apart.{nl}Soon the Beholder will be here. Are you ready?
QUEST_LV_0400_20180208_002969	The Beholder follows Demon Goddess Giltine but shows no interest in her safety.{nl}He will leave soon.{nl}
QUEST_LV_0400_20180208_002970	With Neringa, you will need to go to Valandis Room 2.{nl}When you are ready, follow. Neringa will go first and wait for you.
QUEST_LV_0400_20180208_002971	The Beholder still does not know you and Neringa are here.{nl}Neringa will stay out of the way until the Beholder thinks the task is done.{nl}
QUEST_LV_0400_20180208_002972	If Neringa is discovered here, Giltine will be alerted.{nl}Now we have to let them destroy the Fantasy Library.
QUEST_LV_0400_20180208_002973	Why did they come here at this time?{nl}This is troublesome.
QUEST_LV_0400_20180208_002974	Talk of you helping Vaivora's Kupoles is circulating amongst them.{nl}Goddess Vaivora will come to look for you soon.{nl}
QUEST_LV_0400_20180208_002975	She will trust you and tell you her plans.{nl}But you and Neringa's plans differ from the Goddess Vaivora's.{nl}
QUEST_LV_0400_20180208_002976	Don't forget this. Listen politely to all the Goddess has to say.{nl}Goddess is coming.
QUEST_LV_0400_20180208_002977	In fact, Goddess Vaivora has more conviction than Neringa thought.{nl} Neringa will need to execute this plan more precisely.
QUEST_LV_0400_20180208_002978	Kupole Litae and Danute are in charge of this area.{nl}Kupole Litae will still be unsure about you.{nl}
QUEST_LV_0400_20180208_002979	But defeat the demons and she will come to your way.{nl}Please listen to her request. For Neringa's role, Neringa will leave first.
QUEST_LV_0400_20180208_002980	I can't believe you came here, but even more so, I can't believe your skills.{nl}
QUEST_LV_0400_20180208_002981	I've heard of your courage and sacrifice from the other Kupole.{nl}Thank you very much for coming to help me.
QUEST_LV_0400_20180208_002982	You've arrived. Did Kupole Litae greet you well?{nl}
QUEST_LV_0400_20180208_002983	The Kupole are also different in their thinking and personalities.{nl}Some listen better than others.{nl}
QUEST_LV_0400_20180208_002984	{nl}Goddess Vaivora will come to find you again.{nl}But before that, there is something you need to prepare.{nl}
QUEST_LV_0400_20180208_002985	You and Neringa will face Giltine in Valandis Room 91.{nl}The Demon God can take your life with just one finger.{nl}
QUEST_LV_0400_20180208_002986	So please find the item Nobraenal Blueprint so that Neringa may use that to protect you.{nl}With Neringa's divine energy and that item I will be able to hold back her power.{nl}
QUEST_LV_0400_20180208_002987	Unfortunately, Goddess Laima cannot protect you.{nl}However, Neringa will tell you how to protect yourself.{nl}
QUEST_LV_0400_20180208_002988	Believe Neringa and follow what Neringa says.
QUEST_LV_0400_20180208_002989	That should be enough.{nl}Neringa will tell you when it is time to use it.
QUEST_LV_0400_20180208_002990	Now go to Goddess Vaivora.{nl}There are still parts Neringa needs to prepare for the plan.
QUEST_LV_0400_20180208_002991	Your help is making the final preparations much easier.{nl}Now, please help us one last time. 
QUEST_LV_0400_20180208_002992	I must leave this place to examine Giltine's actions more closely.{nl}Kupole Danute is coming so please lend a hand. I hope that you help her.
QUEST_LV_0400_20180208_002993	As Vaivora predicted, the demons are gathering her to make it easier for Giltine to enter.{nl}There is no time to waste so I must ask you for two items.
QUEST_LV_0400_20180208_002994	The first is Dimensional Essence. That will be easy to find around here.{nl}The last one will be a problem...
QUEST_LV_0400_20180208_002995	Defeat the demons and gather their magic source.{nl}After collecting both, come back here.
QUEST_LV_0400_20180208_002996	The protection crystals are under attack!{nl}Since all of the library's energy is directed towards the trap, there is only one protection crystal guarding this area.{nl}
QUEST_LV_0400_20180208_002997	If the protection crystals are not working, Giltine will still be able to escape even if we seal her within our trap.{nl}Take this tool and until the protection crystals are recharged fight off the demons!
QUEST_LV_0400_20180208_002998	Thank you! And Neringa has returned as well.{nl}I will go and help with Vaivora's seal.  I'm grateful for your help!
QUEST_LV_0400_20180208_002999	Vaivora has finished her seal for Giltine.{nl}Unfortunately, Giltine will not appear this time.
QUEST_LV_0400_20180208_003000	Please remain calm and do as Vaivora instructed.{nl}Come back to Neringa when the work there is done.{nl}
QUEST_LV_0400_20180208_003001	Neringa is preparing for the next plan.
QUEST_LV_0400_20180208_003002	That is a record. Neringa will give it back to Vaivora.{nl}Right now you must deal with the embarrassed Goddess of Knowledge.{nl}
QUEST_LV_0400_20180208_003003	Goddess Vaivora know much more than you or Neringa, expect for the future.{nl}Therefore it is impossible to convince Vaivora.
QUEST_LV_0400_20180208_003004	Vaivora will now make an extreme choice.{nl}Give up the revelation and remove Giltine from this world.{nl}
QUEST_LV_0400_20180208_003005	She still thinks that is correct.{nl}In the meantime, let's move to Valandis Room 3.{nl}
QUEST_LV_0400_20180208_003006	There you and Neringa will listen to the Goddess plans and follow.{nl}Neringa will go first.
QUEST_LV_0400_20180208_003007	Goddess Vaivora has instructed you to collect all the magical energy that can be used on the alter for the seal.{nl}There are devices around the library that you can collect the magic from.{nl}
QUEST_LV_0400_20180208_003008	Please activate them.{nl}The activated magic devices will go where they are needed.
QUEST_LV_0400_20180208_003009	There was a human who came here without an invitation.{nl}But you are the first to be formally invited.
QUEST_LV_0400_20180208_003010	That looks like enough.{nl}Also, Neringa is looking for you. It would be good if you go.{nl}
QUEST_LV_0400_20180208_003011	I will finish the rest of the work here.{nl} I will be off.
QUEST_LV_0400_20180208_003012	I'm surprised by your work. Human potential seems to know no bounds.{nl}To play a part in continuing human history, I will tell you something.{nl}
QUEST_LV_0400_20180208_003013	Several hundred years ago, Demon Goddess Giltine had already invaded this place.{nl}She was looking for a record of herself.{nl}
QUEST_LV_0400_20180208_003014	But at the time she could not obtain it.{nl}So she comes again today.{nl}I do not know where she will use it.{nl}
QUEST_LV_0400_20180208_003015	But she is coming to this place soon to get her hands on that record.{nl}We have taken advantage of her greed by preparing a trap.{nl}
QUEST_LV_0400_20180208_003016	As she becomes overcome with joy for finally getting her hands on the record, she will disappear from this world.{nl}If she disappears from this world, every problem will be solved.{nl}
QUEST_LV_0400_20180208_003017	All of the Goddesses will return to their rightful places and you too may go home.{nl}For this I need you help.{nl}
QUEST_LV_0400_20180208_003018	My Kupole are in the final stages of perfecting the trap.{nl}Please help them. I also have last minute preparations.{nl}
QUEST_LV_0400_20180208_003019	Once again, thank you for your courage and you sacrifice.{nl}For the sake of the world, please endure just a little bit longer.
QUEST_LV_0400_20180208_003020	Please collect them quickly!
QUEST_LV_0400_20180208_003021	Kupole Danute is still unfocused. This may be a handful for a human such as yourself.{nl}But if you have nothing else to do...
QUEST_LV_0400_20180208_003022	Vaivora wants to destroy a part of the Fantasy Library in order to block future entry.{nl}But it will not go according to the Goddess' wish.{nl}
QUEST_LV_0400_20180208_003023	It's quite unfortunate... To ensure that the prediction comes true, you must artfully disrupt the Goddess' plan.{nl}And Goddess must not know what you and Neringa are the ones to blame.{nl}
QUEST_LV_0400_20180208_003024	So follow the Goddess' plan for awhile.{nl}When it is time to execute our own plan, Neringa will call you.
QUEST_LV_0400_20180208_003025	To sacrifice a part of the district to capture Giltine.{nl}Vaivora's plan seems reckless.{nl}
QUEST_LV_0400_20180208_003026	Vaivora will ask you to activate the sealing device set up in Valandis Room 3.{nl}Go about the task.{nl}
QUEST_LV_0400_20180208_003027	Neringa will also do as such.{nl}Go to Vaivora.{nl}
QUEST_LV_0400_20180208_003028	Neringa will call you when it is time.
QUEST_LV_0400_20180208_003029	Time is running out and there are not many Kupoles remaining that I can call...{nl}You will be able to help me.{nl}
QUEST_LV_0400_20180208_003030	Here Skywa is helping me to operate the Bluenode Collapsing Device.{nl}But the energy from this device is calling demons to it.{nl}
QUEST_LV_0400_20180208_003031	Please go there and protect the device for me.{nl}If we lose even one, Giltine will slip away.
QUEST_LV_0400_20180208_003032	It hurts me as well to make such a decision.{nl}And I will bear this crime for eternity.{nl}
QUEST_LV_0400_20180208_003033	But to save the world from Giltine's grip...{nl}It's an expensive sacrifice that must be done.
QUEST_LV_0400_20180208_003034	Amazing!{nl}The activated collapsing device will conceal its magic, and will not face attack again.{nl}
QUEST_LV_0400_20180208_003035	Now Skywa will activate the collapsing device remotely.
QUEST_LV_0400_20180208_003036	Next we need to activate the second collapsing device.{nl}However, it does not have enough energy to run.{nl}
QUEST_LV_0400_20180208_003037	Gather the Gigantic magic source around the area of the second collapsing device.{nl}After that, listen to Meringa about what to do next.{nl}
QUEST_LV_0400_20180208_003038	I will return after surveilling Valandis Room 91.
QUEST_LV_0400_20180208_003039	I will not be gone long.{nl}However, while I am away please consult Neringa if you need help.
QUEST_LV_0400_20180208_003040	Our goal is to cause the Blanorth collapsing device to overload.{nl}Until then we will continue to follow Vaivora's plan, so as to not alert suspicion.
QUEST_LV_0400_20180208_003041	Kupole Skywa is walking around and managing the collapsing devices.{nl}
QUEST_LV_0400_20180208_003042	Operating them is simple enough. Insert the Gigantic magic source that you have in your possession into the device.{nl}As the device re-energizes, protect it until it can conceal its magic.
QUEST_LV_0400_20180208_003043	Right now the Goddess is checking on Demon Goddess Giltine's rampage in Valandis Room 91.{nl}
QUEST_LV_0400_20180208_003044	As pressing as the matter is, the Goddess will not use the Fantasy Library as a burial ground for Giltine.{nl}Please follow the plan thoughtfully and reliably.
QUEST_LV_0400_20180208_003045	You have successfully energized the device.{nl}It's good to know the plan is right on schedule.{nl}
QUEST_LV_0400_20180208_003046	Giltine is currently in Valandis Room 91 searching frankly for the revelation.{nl}Let us finally finish the task before us.
QUEST_LV_0400_20180208_003047	Now, there are only a few devices left to run.{nl}
QUEST_LV_0400_20180208_003048	But is there enough time to leave everything to Skywa... And it would be difficult to protect.{nl}Would you be willing to help Skywa?{nl}
QUEST_LV_0400_20180208_003049	Make you way to Ballandans collapsing device.{nl}Skywa will be waiting for you there.
QUEST_LV_0400_20180208_003050	The human helping Vaivora is you?{nl}This is my first time seeing one, but you seem particularly strong.{nl}
QUEST_LV_0400_20180208_003051	I have a job for you...
QUEST_LV_0400_20180208_003052	Not too long ago, I set the Ballandans Collapsing Device.{nl}I was going activate another devicce here as well, but the demons swarmed me.{nl}
QUEST_LV_0400_20180208_003053	If I waste my time on them, I won't be able to finish the work Vaivora gave me.{nl}How about clearing demons from around the Ballandans collapsing device?{nl}
QUEST_LV_0400_20180208_003054	You just need to protect it until the device is set and conseals itself...{nl}While you deal with this, I'll be able to go and finish my other remaining tasks.
QUEST_LV_0400_20180208_003055	Thank you so much! Humans are so kind, no?{nl}Alright, I'm going to go finish my other preparations. I'm counting on you.
QUEST_LV_0400_20180208_003056	Your help is appreciated. Thanks to you, Skywa was able to complete the rest of the preparations.{nl}Now only Balanorth collapsing device is left.{nl}
QUEST_LV_0400_20180208_003057	Shall I give this remaining task to you?{nl}When all is ready, just turn on the device.{nl}
QUEST_LV_0400_20180208_003058	Oh, right Neringa was looking for you. It seems she also needs your help.{nl}I'll wait here for your successful return.
QUEST_LV_0400_20180208_003059	Everything has been prepared.{nl}And Vaivora has no reason to distrust you.{nl}
QUEST_LV_0400_20180208_003060	You received the request to handle the Balanorth collapsing device, no?{nl}When go to run that device, the head monsters will appear and interrupt you.{nl}
QUEST_LV_0400_20180208_003061	When the head monsters are defeated they will release great amounts of energy.{nl}We will use that.{nl}
QUEST_LV_0400_20180208_003062	Please lure the head monsters closer to the Balanorth device and defeat them there.{nl}Their released energy will overheat the device and destroy it.{nl}
QUEST_LV_0400_20180208_003063	Then Vaivora's mission will fail in its final step.{nl}Once you have completed this task, you and Neringa will go together to Valandis Room 91.{nl}
QUEST_LV_0400_20180208_003064	Please do not forget.{nl}You must defeat the head monsters when they are nearest to the device.
QUEST_LV_0400_20180208_003065	All of history is recorded in Fantasy Library. Of course, records about you are also here.{nl}This is a situation where a human is involved in both Goddess and demon history.{nl}
QUEST_LV_0400_20180208_003066	But, sadly, it will not be recorded.{nl}Neringa has destroyed all records of your involvement.
QUEST_LV_0400_20180208_003067	Vaivora has sensed that something has gone wrong.{nl}She believed all to be finished.{nl}
QUEST_LV_0400_20180208_003068	But right now there is no reason to care about her.{nl}Neringa will head towards Valandis Room 91 first.{nl}
QUEST_LV_0400_20180208_003069	Inform Vaivora that the plan has failed.{nl}Then you must come straight to Valandis Room 91.{nl}
QUEST_LV_0400_20180208_003070	Neringa will wait for you there.
QUEST_LV_0400_20180208_003071	How did it turn out like this?{nl}The device isn't responding.{nl}
QUEST_LV_0400_20180208_003072	You've failed me.{nl}Now I see the human limit.{nl}
QUEST_LV_0400_20180208_003073	I was stupid...{nl}
QUEST_LV_0400_20180208_003074	But it's not your fault.{nl}It was my fault for giving such an important task to a human.{nl}
QUEST_LV_0400_20180208_003075	I...{nl}
QUEST_LV_0400_20180208_003076	The Next plan is...{nl}
QUEST_LV_0400_20180208_003077	To stop Giltine I could...
QUEST_LV_0400_20180208_003078	Everywhere has become polluted and ruined by Demon Goddess Giltine.{nl}Vaivora, before she destroys everything, us included, you must take action.
QUEST_LV_0400_20180208_003079	It's no use.{nl}There is no way a human can compete against a Demon God..{nl}
QUEST_LV_0400_20180208_003080	However, a human chosen by Laima may be different.{nl}I wish not to put you harm's way.{nl}
QUEST_LV_0400_20180208_003081	But I need you to buy us some time until the Kupole and I can figure out how to trap Giltine.{nl}Right now, this is our best plan..
QUEST_LV_0400_20180208_003082	Demon Goddess Giltine is summoning her demons to Valandis Room 91.{nl}
QUEST_LV_0400_20180208_003083	Neringa is sure she is residing there.{nl}You need to stop Giltine before she gets her hands on the revelation and escapes.{nl}
