QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20150714_007060	So Alruida did it and the Metal Plate that we didn't know...{nl}Okay. We solved all the puzzles. Please wait a bit.
QUEST_LV_0100_20150714_007061	Justas must be waiting.{nl}Please give it to him.
QUEST_LV_0100_20150714_007062	I never thought that the Metal Plate would explode. I am sorry.{nl}I will gather the contents all at once later and show you.
QUEST_LV_0100_20150714_007063	These are the contents that I never thought about.{nl}The goddesses and the humans once used to live together. And the demons?{nl}
QUEST_LV_0100_20150714_007064	If Demetrius is sane, this record... okay.{nl}I promised you that I will show you the record so read the copy yourself.{nl}Well done indeed!
QUEST_LV_0100_20150714_007065	They were gentle monsters but suddenly became vicious. {nl}Have you also heard anything like this?
QUEST_LV_0100_20150714_007066	Revelator, we are in trouble. Please help us!{nl}As you can see, the workers are dying due to the monsters' poison.{nl}
QUEST_LV_0100_20150714_007067	It's so fortunate that you were here.{nl}I wonder why we haven't heard anything from the soldiers that went to defeat the Gorgon.
QUEST_LV_0100_20150714_007068	Mirtis is dead, but the Vubbes are still following its order.{nl}And there's also a rumor that stronger Vubbes were spotted at the 2nd lot.{nl}
QUEST_LV_0100_20150714_007069	The village will be in mess if those Vubbes come out from the mine.{nl}Could you check the 2nd lot in Crystal Mine if you are okay?
QUEST_LV_0100_20150714_007070	You can go down to 2nd lot from the isolated district in the 3rd floor in Crystal Mine.{nl}Okay then, I am counting on you.
QUEST_LV_0100_20150714_007071	They are more dangerous Vubbes.{nl}We can't guarantee the safety of Klaipeda.
QUEST_LV_0100_20150714_007072	The Vubbes climbed up to the 1st lot? {nl}It's worse than I expected.
QUEST_LV_0100_20150714_007073	This is the scent I mixed exclusively for Vubbes. {nl}This will cause lethargy and fear.{nl}
QUEST_LV_0100_20150714_007074	It is a problem that it is still in the test stage, but you can't do anything about it at the moment.{nl}I will put it into the incense burner so please place it at 2nd lot in Crystal Mine.
QUEST_LV_0100_20150714_007075	I am researching with respect to various aspects so that it would never occur again.{nl}I can't think of a better way besides the scent at the moment.
QUEST_LV_0100_20150714_007076	Well done indeed.{nl}This is for testing so I don't know how long it would last, but I guess it would be safe for a while.
QUEST_LV_0100_20150714_007077	I am dizzy since the Pantos are keep trying to get out from Gele Plateau.{nl}If they go into the region where people live, that will be a big problem.{nl}
QUEST_LV_0100_20150714_007078	So I am thinking about sprinkling the scent of Moas onto the way to Gele Plateau.{nl}Moas are the biggest enemies of Pantos. I will think about a way to prevent it from going out somehow.
QUEST_LV_0100_20150714_007079	Are you going to help me? Then It will be grateful.{nl}Moas are spotted near Piene Fields. I want you to get their lumps.
QUEST_LV_0100_20150714_007080	Just get the lumps of Moas.{nl}I will do the rest.
QUEST_LV_0100_20150714_007081	Well done.{nl}I will do the rest. Thank you.
QUEST_LV_0100_20150714_007082	I am blocking Pantos from getting out of Gele Plateau with Watcher Erra.{nl}I will put something on the way which Pantos will be scared.{nl}
QUEST_LV_0100_20150714_007083	They are the things that can't be done by me...
QUEST_LV_0100_20150714_007084	Really? First, I need Fishermen's eyes and the essences of Ellums. {nl}I heard they live at the Entrance of Kateen Forest.
QUEST_LV_0100_20150714_007085	I never went up to the Entrance of Kateen Forest so I am scared.{nl}I heard that is the road where spirits lost their ways.
QUEST_LV_0100_20150714_007086	Gee. Disgusting.{nl}I will make the strings which Pantos will be scared.
QUEST_LV_0100_20150714_007087	Okay. I made the strings.{nl}Now, could you put them on the Srautas Gorge and Nefritas Cliff?
QUEST_LV_0100_20150714_007088	To tell you exactly.{nl}Hm... I will just mark it on the map.
QUEST_LV_0100_20150714_007089	Thanks for helping me.{nl}This must be effective so you can feel you did something worthwhile.
QUEST_LV_0100_20150714_007090	Do you know about Tilenis Prince who went missing while he was fleeing to Klaipeda?{nl}The mayor went out to welcome him, but they all went missing.{nl}
QUEST_LV_0100_20150714_007091	But recently, the brooch of the mayor was discovered.{nl}But, we can't investigate it publicly... Can you investigate for us?
QUEST_LV_0100_20150714_007092	The place where the brooch was discovered is called Sidabras Rest Place in Veja Ravine.{nl}And please accept this.{nl}
QUEST_LV_0100_20150714_007093	These are the eyes of the spirits that were created by the Bokor Master at my request.{nl}They make things that cannot be seen visible. This will be of use for you.
QUEST_LV_0100_20150714_007094	Klaipeda Mayor's Spirit
QUEST_LV_0100_20150714_007095	I am... Okay.{nl}He was fighting again. Prince...
QUEST_LV_0100_20150714_007096	Most of them died while returning with the colleagues of the prince.{nl}But, they weren't guided even after their deaths. {nl}
QUEST_LV_0100_20150714_007097	When they realized that, they continuously fought with them.{nl}The people who are serving the tree... they kidnapped the prince.
QUEST_LV_0100_20150714_007098	I can't stop this fight.{nl}Please save the prince...
QUEST_LV_0100_20150714_007099	The mayor... he already passed away.{nl}But, the prince may be still alive.{nl}
QUEST_LV_0100_20150714_007100	The people who are serving the trees. I guess I should investigate little more.{nl}Thanks for helping me.
QUEST_LV_0100_20150714_007101	I am okay even if I don't get guided.{nl}Please guide the prince...
QUEST_LV_0100_20150714_007102	The villagers of Andale Village who were slaughtered by the demons...{nl}I am sure they were scared. They must have had regrets.{nl}
QUEST_LV_0100_20150714_007103	We want to mourn for the ones who died.{nl}Don't you want to be with me.
QUEST_LV_0100_20150714_007104	The resentment of the villagers in Andale Village is floating around as a negative energy.{nl}Fill the beads I will give to you with the essences of Tini, absorb their resentment and bring them to me.
QUEST_LV_0100_20150714_007105	They had so much pains and felt unfair.{nl}This should never occur again.
QUEST_LV_0100_20150714_007106	With your help, the fight with Bramble has ended.{nl}But, his thorny vines are spreading with vicious energy.{nl}
QUEST_LV_0100_20150714_007107	If we leave it like that, the whole forest will be covered with thorny vines.{nl}But, since my power is not complete yet... I want to ask help from you.
QUEST_LV_0100_20150714_007108	You should eliminate the thorny vines that are on the way to Gate Route.{nl}If we don't block here, Siauliai Forest will also be covered with the thorny vines.
QUEST_LV_0100_20150714_007109	The vicious energy that spurts out from the thorny vines is very bad for humans.{nl}I hope you will be okay.
QUEST_LV_0100_20150714_007110	This is just only the slightest part.{nl}If we don't defeat the thorn Forest completely, the thorny vines will keep spreading.
QUEST_LV_0100_20150714_007111	The source of all thorny vines is Bramble... and Sirdgela Forest where he used to stay.{nl}To purify the forest, please locate my crystal that has my power in it.
QUEST_LV_0100_20150714_007112	I am sorry that I put heavy burden on your shoulders. {nl}But, you will be able to do it.
QUEST_LV_0100_20150714_007113	Thanks for your efforts.{nl}I will be keep staying here until Thorn Forest recovers it's original status.
QUEST_LV_0100_20150714_007114	Invisible substance... I mean spirits.{nl}I am researching about the relationship between the spirits and the magical power.
QUEST_LV_0100_20150714_007115	I just don't have time to get the essences that are needed for the experiment. {nl}I think you will be able to help me.
QUEST_LV_0100_20150714_007116	Bring this essence of chill.{nl}When you use this to the monsters in Poslinkis Forest, the spirits will be frozen.{nl}
QUEST_LV_0100_20150714_007117	When you defeat that monster, you will be able to obtain frozen spirit fragments.{nl}Put that into the magical power condenser. I've used them long time ago, but some of them should be still remaining.
QUEST_LV_0100_20150714_007118	I've used it long time ago so it may show some strange results.{nl}That's why I needed your help.
QUEST_LV_0100_20150714_007119	This innocent essence of chill... It is as I thought.{nl}Ah, you were almost on the blink of the death. That's why I called you.
QUEST_LV_0100_20150714_007120	As I was tiding up the objects of my older brother, strange beads came out.{nl}It was written on the memo that the beads are there to find the hidden objects of him easily.{nl}
QUEST_LV_0100_20150714_007121	But the manual... It will be hard for me.{nl}So how about you have it?
QUEST_LV_0100_20150714_007122	I mean. They told me to defeat the monsters near this bead.{nl}Then the monsters' magical power will recharge the bead. It's too hard for me.
QUEST_LV_0100_20150714_007123	I know it's sad, but we should live on. {nl}I can't just stay sad when I think about my brother.
QUEST_LV_0100_20150714_007124	Is recharging enough?{nl}I feel sad again as I look at that bead again.
QUEST_LV_0100_20150714_007125	The bead will tell us where the hidden objects of my brother are located.{nl}I don't know what's gonna come out, but please use them well.
QUEST_LV_0100_20150714_007126	If I can't have it, I hope it gets used for a better objective.{nl}I am sure my brother also thinks like that.
QUEST_LV_0100_20150714_007127	My disciple created the magic summon field, but something is wrong.{nl}Maybe... it is connected to the different world. {nl}
QUEST_LV_0100_20150714_007128	If it goes wrong, the demons would come out to this world.{nl}Please. I will stop the summon ritual here so please break the magic circle at Aqueduct region.
QUEST_LV_0100_20150714_007129	We can't do anything if the portal completely opens.{nl}What the hell is happening at Aqueduct region?
QUEST_LV_0100_20150714_007130	Succeeded?{nl}I think there's something that connects to the other world at Aqueduct region.{nl}What the hell is that...
QUEST_LV_0100_20150714_007131	Priest Ramelie
QUEST_LV_0100_20150714_007132	The sealed tower that was protected by the Revelator is being attacked again.{nl}But, it can't be protected by us and the villagers.
QUEST_LV_0100_20150714_007133	The first seal of the sealed tower is already destroyed by the attacks from the demons.{nl}The second seal still remains, but I don't know how long we can hold up.
QUEST_LV_0100_20150714_007134	The goddess asked us to protect the seal. {nl}Now, only one we can trust is you, the Revelator.
QUEST_LV_0100_20150714_007135	Is the seal okay?{nl}I don't know how many times I've prayed to wish that you are okay.
QUEST_LV_0100_20150714_007136	Now is the time to restore the first seal.{nl}I know it's going to be hard, but I can't seek help for this.
QUEST_LV_0100_20150714_007137	Are you really going to help? How grateful...{nl}First fill the crest of Goddess Austeja with the sacred energy near the altar.{nl}
QUEST_LV_0100_20150714_007138	When you dedicate the completed crest of the goddess to the sealed tower, the seal will be filled again.{nl}
QUEST_LV_0100_20150714_007139	Even if you've done the dedication, you can't seal the vicious energy completely. {nl}This attack will not be the last. I hope the goddess return fast.
QUEST_LV_0100_20150714_007140	We can't just rely everything on the goddess.{nl}But, I don't know if we could hold up anymore.
QUEST_LV_0100_20150714_007141	I am so grateful since you are helping us with the restoration of the seal.{nl}But, I don't know how long this seal would hold up... I hope Austeja comes back soon.
QUEST_LV_0100_20150714_007142	I will comfort this.{nl}
QUEST_LV_0100_20150714_007143	Their pain, resentment, wrath and sadness...{nl}I hope they all forget in the arms of the goddess.
QUEST_LV_0100_20150714_007144	The Chapparition in Escanciu Village took away many lives.{nl}Defeat it in the name of the goddess.
QUEST_LV_0100_20150714_007145	I'm sorry... but,{nl}Can you burn this oration in front of the epitaph at Nepatogus Field in Rukas Plateau? {nl}You have explored different areas of the valley. I think you are more than qualified to comfort their souls.
QUEST_LV_0100_20150714_007146	Schlüssel, um die Karte zu prüfen #7
QUEST_LV_0100_20150714_007147	Notice/!/Die Kiste ist aufgetaucht!{nl}Wirf einen Blick hinein und meide dabei die Angriffe der Monster!#7
QUEST_LV_0100_20150714_007148	Notice/Du konntest den Schatz der Steinmetzfamilie nicht bergen!{nl}Pipoti ist verschwunden, aber du wirst ihn noch wiedersehen!
QUEST_LV_0100_20150714_007149	Notice/Warkis' Tagebuch erhalten{nl}Bring es Warkis!
QUEST_LV_0100_20150714_007150	Notice/Warkis wird angegriffen! Besiege Lithorex und rette ihn!#5
QUEST_LV_0100_20150714_007151	Notice/Leider hat Warkis nicht überlebt.{nl}Lasse sein Tagebuch zurück, wenn du zu Warkis' Lager gehst.#5
QUEST_LV_0100_20150714_007152	Zurücklassen
QUEST_LV_0100_20150714_007153	Die Dokumente von Warkis suchen
QUEST_LV_0100_20150714_007154	Das von Warkis versteckte Dokument suchen/#SITGROPESET2/3/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0100_20150714_007155	Notice/Da steht, dass das nächste Dokument an der Klippe von Apatinis versteckt ist.#5
QUEST_LV_0100_20150714_007156	Aufzeichnen
QUEST_LV_0100_20150714_007157	Das Feuerholz vorbereiten
QUEST_LV_0100_20150714_007158	Notice/!/Einige Teile des Eingangsreinigers fehlen!{nl}Die fehlenden Teile wurden von Vubbes gestohlen, die mit einem Fragezeichen gekennzeichnet sind!#5
QUEST_LV_0100_20150714_007159	Notice/Reparatur abgeschlossen!{nl}Der Eingangsreiniger wurde wieder aktiviert!#5
QUEST_LV_0100_20150714_007160	Notice/Reparatur abgeschlossen!{nl}Der Eingangsreiniger wurde wieder aktiviert!#5
QUEST_LV_0100_20150714_007161	Notice/Der Zentralreiniger ist auch kaputt.{nl}Finde mit dem Kompass die Ersatzteile #5
QUEST_LV_0100_20150714_007162	Notice/Der Bergwerkskompass zeigt auf Distrikt 4.{nl}Gehe zu Distrikt 4 und suche dort die Ersatzteile #5
QUEST_LV_0100_20150714_007163	Notice/Der Zentralreiniger ist repariert!{nl}Jetzt funktioniert er!#5
QUEST_LV_0100_20150714_007164	Notice/Ein wichtiger Teil fehlt.{nl}Suche mit dem Bergwerkskompass nach dem Teil #5
QUEST_LV_0100_20150714_007165	Notice/Der Kompass zeigt auf Distrikt 6.{nl}Finde das Teil in Distrikt 6 #5
QUEST_LV_0100_20150714_007166	Notice/Der Kompass zeigt auf Distrikt 6.{nl}Gehe zu Distrikt 6 und suche das Teil dort #5
QUEST_LV_0100_20150714_007167	Notice/!/Der Kompass zeigt auf den Spektermonarch!{nl}Besiege den Spektermonarch und erhalte die Teile!#5
QUEST_LV_0100_20150714_007168	Notice/!/Du hast die Teile gefunden!{nl}Kehre zum Reiniger in der Halle zurück und repariere ihn!#5
QUEST_LV_0100_20150714_007169	Den Reiniger reparieren
QUEST_LV_0100_20150714_007170	Notice/Du hast den Reiniger in der Halle repariert!{nl}Der Reiniger wird aktiviert!#5
QUEST_LV_0100_20150714_007171	Notice/Es scheint ein Problem mit dem Reinigerrohr zu geben.{nl}Überprüfe die Rohre in Distrikt 3 #5
QUEST_LV_0100_20150714_007172	Das Reinigerrohr überprüfen
QUEST_LV_0100_20150714_007173	Notice/!/Du hast das geschlossene Ventil geöffnet.{nl}Gehe jetzt zum Kreislaufreiniger zurück.#5
QUEST_LV_0100_20150714_007174	Notice/!/Der Kreislaufreiniger ist immer noch nicht aktiviert.{nl}Überprüfe das Reinigerrohr in Distrikt 2 #5
QUEST_LV_0100_20150714_007175	Notice/Du hast Karapas besiegt.{nl}Überprüfe die Reinigerrohre in Distrikt 2 #5
QUEST_LV_0100_20150714_007176	Notice/Du hast das Ventil des Reinigerrohrs geöffnet.{nl}Gehe zurück zum Kreislaufreiniger und aktiviere ihn wieder.#5
QUEST_LV_0100_20150714_007177	Notice/Der Kreislaufreiniger funktioniert wieder!
QUEST_LV_0100_20150714_007178	Notice/Die Energieversorgung funktioniert nicht.{nl}Überprüfe den Bergwerkskompass #5
QUEST_LV_0100_20150714_007179	Notice/Der Bergwerkskompass zeigt auf Distrikt 4.{nl}Überprüfe das magische Energieerzeugungsgerät in Distrikt 4.#5
QUEST_LV_0100_20150714_007180	Notice/Das Gerät funktioniert wegen Rost nicht.{nl}Suche mit deinem Kompass ein Mittel, um den Rost zu entfernen.#5
QUEST_LV_0100_20150714_007181	Notice/Der Bergwerkskompass zeigt immer noch auf Distrikt 4.{nl}Suche in Distrikt 4 nach einem Mittel, um den Rost zu entfernen.#5
QUEST_LV_0100_20150714_007182	Notice/Das magische Energieerzeugungsgerät ist repariert.{nl}Versuche, den Hilfsreiniger zu aktivieren.#5
QUEST_LV_0100_20150714_007183	Reiniger wird aktiviert
QUEST_LV_0100_20150714_007184	Notice/Der Hilfsreiniger funktioniert wieder.#5
QUEST_LV_0100_20150714_007185	Notice/Es fehlen auch einige Teile von diesem Reiniger.{nl}Finde sie mit dem Bergwerkskompass.#5
QUEST_LV_0100_20150714_007186	Notice/Der Bergwerkskompass zeigt auf Distrikt 6.{nl}Suche in Distrikt 6 nach Teilen #5
QUEST_LV_0100_20150714_007187	Notice /!/Du hast die fehlenden Teile gefunden!{nl}Finde den Hauptreiniger und aktiviere ihn #5
QUEST_LV_0100_20150714_007188	Notice/Du hast den Hauptreiniger repariert!{nl}Der Hauptreiniger funktioniert jetzt!
QUEST_LV_0100_20150714_007189	Notice/Das Lagerfeuer wurde angezündet.#3
QUEST_LV_0100_20150714_007190	Den Stein ansehen
QUEST_LV_0100_20150714_007191	Notice/Eine neue Steinsäule ist erschienen.{nl}Zerstöre die Steinsäule innerhalb der vorgegebenen Zeit und erhalte die Artefakte.#7
QUEST_LV_0100_20150714_007192	Notice /!/Du brauchst das Gift der Monster, um die geisterhafte Energie des Steins zu verstärken!#8
QUEST_LV_0100_20150714_007193	Die Steine platzieren
QUEST_LV_0100_20150714_007194	Das Siegel brechen
QUEST_LV_0100_20150714_007195	Den Aufenthaltsort der Heilerin erklären
QUEST_LV_0100_20150714_007196	Notice/!/Du hast den Graugolem besiegt!#8
QUEST_LV_0100_20150714_007197	Die Köder platzieren
QUEST_LV_0100_20150714_007198	Notice/Ich spüre eine starke Erschütterung!#4
QUEST_LV_0100_20150714_007199	Notice/!/Besiege diesen Werwolf, der den Besitzer des Andenkens getötet hat!#5
QUEST_LV_0100_20150714_007200	Überprüfe deine Fertigkeiten mit dieser Taste.#7
QUEST_LV_0100_20150714_007201	Notice/!/Nach der Entfernung des Bienenstocks ist die Beißerkönigin erschienen.{nl}Besiege die Beißerkönigin!
QUEST_LV_0100_20150714_007202	Notice/Du hast den Ruklys-Gedenkstein repariert und das Vermächtnis von Ruklys erhalten.{nl}Du erhältst 1 Statuspunkt.
QUEST_LV_0100_20150714_007203	Notice/Du hast Lydia Schaffens Grabstein untersucht und bist jetzt erleuchtet.{nl}Du erhältst 1 Statuspunkt!
QUEST_LV_0100_20150714_007204	Notice/Verhindere, dass die Wächter das königliche Mausoleum zerstören!
QUEST_LV_0100_20150714_007205	Notice/Die Gruft scheint kurz vor dem Einsturz zu stehen. Verhindere, dass die Wächter sie zerstören!#7
QUEST_LV_0100_20150714_007206	Notice /Du hörst jemanden weinen!#5
QUEST_LV_0100_20150714_007207	Den Topf platzieren
QUEST_LV_0100_20150714_007208	Feuer entfachen (2)
QUEST_LV_0100_20150714_007209	Notice /Der Wächter des königlichen Schatzes hat den Mund geöffnet.#7
QUEST_LV_0100_20150714_007210	Die Lampe untersuchen
QUEST_LV_0100_20150714_007211	Notice/Zerstöre die verderbten Steinlaternen!
QUEST_LV_0100_20150714_007212	Notice /Das waren nicht die einzigen verderbten Laternen.{nl}Suche und zerstöre die anderen verderbten Laternen. #5
QUEST_LV_0100_20150714_007213	Notice /Die Kraft der Raden umhüllt deinen Körper.#5
QUEST_LV_0100_20150714_007214	Den Grabstein untersuchen
QUEST_LV_0100_20150714_007215	Notice/!/Besiege die Monster, die sich einmischen, während Grita den magischen Kreis beobachtet!#5
QUEST_LV_0100_20150714_007216	Steuerung übernehmen
QUEST_LV_0100_20150714_007217	Das Barrieregerät des Magierturms aktivieren
QUEST_LV_0100_20150714_007218	Notice/!/Verwende die Ifrit-Detektorrute, um Feuermonster aufzuspüren und sie zu besiegen!
QUEST_LV_0100_20150714_007219	Notice/!/Dieses Gerät unterdrückt die Magie des Turms.{nl}Zerstöre es lieber schnell.#5
QUEST_LV_0100_20150714_007220	Notice/Du bist am Eingang zum Katinwald, den die Göttin Gabija erwähnte.#3
QUEST_LV_0100_20150714_007221	Den Altar untersuchen
QUEST_LV_0100_20150714_007222	Die Offenbarung des versteckten Heiligtums (1)
QUEST_LV_0100_20150714_007223	Überprüfen
QUEST_LV_0100_20150714_007224	Notice/Besiege die heranstürmenden königlichen Wächter!
QUEST_LV_0100_20150714_007225	Notice/!/Das war eine Falle. Besiege die herannahenden Monster!#7
QUEST_LV_0100_20150714_007226	Die Säule ansehen
QUEST_LV_0100_20150714_007227	Die Erklärung überspringen
QUEST_LV_0100_20150714_007228	Das Amulett platzieren
QUEST_LV_0100_20150714_007229	Über die aktuellen Bedingungen
QUEST_LV_0100_20150714_007230	Das Bücherregal überprüfen
QUEST_LV_0100_20150714_007231	Notice /Geh nach oben und finde die Göttin Gabija. #5
QUEST_LV_0100_20150714_007232	Verschmutzen
QUEST_LV_0100_20150714_007233	Streicheln
QUEST_LV_0100_20150714_007234	Suchen
QUEST_LV_0100_20150714_007235	Stimulieren
QUEST_LV_0100_20150714_007236	Berühren
QUEST_LV_0100_20150714_007237	Notice/Verwende das Portal, um zum Tor des großen Königs zu gelangen! #5
QUEST_LV_0100_20150714_007238	Notice/scroll/Verwende die Seilbahn und gehe zum Zvelgian-Grundstück. #8
QUEST_LV_0100_20150714_007239	Notice/!/Das Portal funktioniert nicht.
QUEST_LV_0100_20150714_007240	Notice /Besiege die Monster, die den Ursprung der Verderbnis umgeben und entferne den Ursprung!
QUEST_LV_0100_20150714_007241	Brich das Siegel an der Klippe von Pasagos{nl}auf dem Ramstis-Grat.
QUEST_LV_0100_20150714_007242	Notice/Kehre nach Klaipeda zurück und sprich mit Ritterhauptmann Oskar.
QUEST_LV_0100_20150714_007243	Ich werde noch etwas darüber nachdenken.
QUEST_LV_0100_20150714_007244	Notice/GetItem /Die Monster haben Witterung aufgenommen und sind erschienen!#5
QUEST_LV_0100_20150714_007245	Notice/!/Matschwurz ist erschienen! Er muss die Eulenskulptur zerstört haben!#5
QUEST_LV_0100_20150714_007246	Das Öl suchen
QUEST_LV_0100_20150714_007247	Notice/!/Das Feuer geht allmählich aus.{nl}Stiehl einem Großvubbe-Bogenschützen Pfeile und wirf sie ins Feuer!#5
QUEST_LV_0100_20150714_007248	Abpausen
QUEST_LV_0100_20150714_007249	Notice/Du hast Lydia Schaffens ersten Grabstein untersucht.{nl}Untersuche auch die anderen Grabsteine!
QUEST_LV_0100_20150714_007250	Notice/Du hast Lydia Schaffens vierten Grabstein untersucht.{nl}Geh und sieh dir den letzten an.
QUEST_LV_0100_20150714_007251	Notice/Du hast den Schauermahr besiegt, der dir den Weg zum Grabstein versperrt hat.{nl}Untersuche den letzten Grabstein von Lydia Schaffen.
QUEST_LV_0100_20150714_007252	Notice/Du hast Agailla Hektis Grabstein untersucht.{nl}Untersuche den Rest der Grabsteine, um Hektis Vermächtnis zu erhalten.
QUEST_LV_0100_20150714_007253	Notice/!/Die anderen Teile sind beschädigt und unleserlich.#3
QUEST_LV_0100_20150714_007254	Notice/Du hast Agailla Hektis Grabstein untersucht.{nl}Untersuche den Rest der Grabsteine, um Hektis Vermächtnis zu erhalten.
QUEST_LV_0100_20150714_007255	Notice/Du hast alle Epitaphs von Agailla Hekti untersucht.{nl}Deine Werte haben sich um 1 erhöht!
QUEST_LV_0100_20150714_007256	Göttinnenstatue anbeten
QUEST_LV_0100_20150714_007257	Die Tasche durchsuchen
QUEST_LV_0100_20150714_007258	Notice/scroll/Besiege Zolems und sammle Zaubersteine des Zolems
QUEST_LV_0100_20150714_007259	Feuerholz sammeln
QUEST_LV_0100_20150714_007260	Dornige Ranken verbrennen
QUEST_LV_0100_20150714_007261	Die Tasche durchsuchen
QUEST_LV_0100_20150714_007262	Kombinieren
QUEST_LV_0100_20150714_007263	Läutern/MAKING/2/TRACK_BEFORE/None
QUEST_LV_0100_20150714_007264	Ich bin der Offenbarer und werde dir helfen.
QUEST_LV_0100_20150714_007265	Der Angriff der Infrohalter
QUEST_LV_0100_20150714_007266	Notice/Besiege die Merogs und Käferbienen, die Bronius gefolgt sind!
QUEST_LV_0100_20150714_007267	Notice/Du hast den Läuterungsaltar aktiviert!#3
QUEST_LV_0100_20150714_007268	Notice/Du hast das ganze Baumharz eingesammelt.{nl}Gehe zum Ershike-Altar und kombiniere die Materialien!#5
QUEST_LV_0100_20150714_007269	Notice/Farbstoff fertiggestellt!{nl}Besorge den Farbstoff vom Altar.#5
QUEST_LV_0100_20150714_007270	Den Obelisken reparieren
QUEST_LV_0100_20150714_007271	Die Bombe platzieren
QUEST_LV_0100_20150714_007272	Notice/Begib dich zum Giliaii-Hof!#5
QUEST_LV_0100_20150714_007273	Unzertrennlicher Geist
QUEST_LV_0100_20150714_007274	Na los, erzähl mir die Geschichte.
QUEST_LV_0100_20150714_007275	Es gibt einen Weg (1)
QUEST_LV_0100_20150714_007276	Wir müssen einen Weg finden, Archon gemeinsam zu besiegen.
QUEST_LV_0100_20150714_007277	Ich werde noch ein bisschen überlegen.
QUEST_LV_0100_20150714_007278	Es gibt einen Weg (2)
QUEST_LV_0100_20150714_007279	Gibt es einen Weg, an die magische Energie von Valius zu kommen?
QUEST_LV_0100_20150714_007280	Wir müssen einen anderen Weg finden.
QUEST_LV_0100_20150714_007281	Es gibt einen Weg (3)
QUEST_LV_0100_20150714_007282	Ich gehe zum Raum des Bewusstseins.
QUEST_LV_0100_20150714_007283	Ich muss mich vorbereiten.
QUEST_LV_0100_20150714_007284	Es gibt einen Weg (4)
QUEST_LV_0100_20150714_007285	Ich gehe zur Kammer der Ahnenrituale.
QUEST_LV_0100_20150714_007286	Ich brauche etwas Zeit zum Nachdenken.
QUEST_LV_0100_20150714_007287	Der Nachteil der Vorsicht (1)
QUEST_LV_0100_20150714_007288	Muss noch etwas vorbereitet werden?
QUEST_LV_0100_20150714_007289	Ich brauche noch Zeit, mich vorzubereiten.
QUEST_LV_0100_20150714_007290	Der Nachteil der Vorsicht (2)
QUEST_LV_0100_20150714_007291	Aufhören
QUEST_LV_0100_20150714_007292	Die Offenbarung des versteckten Heiligtums (2)
QUEST_LV_0100_20150714_007293	Notice/!/Seltsame Energie kommt aus dem magischen Kreis.{nl}Besiege die seltsame Energie.#5
QUEST_LV_0100_20150714_007294	Notice/Der magische Kreis wurde verstärkt, als du die 4 Kristalle entfernt hast!#5
QUEST_LV_0100_20150714_007295	Notice/!/Du musst den Zauber der Monster im Topf sammeln und ihn dann vor dem magischen Kreis vergraben.#5
QUEST_LV_0100_20150714_007296	Auf Monster warten
QUEST_LV_0100_20150714_007297	Notice/!/Kehre zu Rimas zurück und berichte ihm von dem magischen Kreis.#5
QUEST_LV_0100_20150714_007298	Notice/!/Das sieht aus wie der Kopf der Skulptur.{nl}Grabe ihn aus.#5
QUEST_LV_0100_20150714_007299	Den Kopf der Skulptur ausgraben
QUEST_LV_0100_20150714_007300	Notice/!/Wenn du nicht vorsichtig vorgehst, könnte der Inhalt zu Bruch gehen.{nl}Stelle einen Holzhammer her, mit dem du den Behälter öffnen kannst!#5
QUEST_LV_0100_20150714_007301	Notice/!/Wenn du nicht vorsichtig vorgehst, könnte der Inhalt zu Bruch gehen.{nl}Stelle einen Holzhammer her, mit dem du den Behälter öffnen kannst!#5
QUEST_LV_0100_20150714_007302	Notice/Nachdem du es zerstört hast, tauchte die untere Hälfte auf!#5
QUEST_LV_0100_20150714_007303	Den Zaun treten
QUEST_LV_0100_20150714_007304	Mit silbernem Löffel im Mund geboren (1)
QUEST_LV_0100_20150714_007305	Mit silbernem Löffel im Mund geboren (2)
QUEST_LV_0100_20150714_007306	Gehe zur Tafel in der Gruitis-Halle.
QUEST_LV_0100_20150714_007307	Tod des Tods (1)
QUEST_LV_0100_20150714_007308	Bitte ihn, Craute-Gras-Saft zu besorgen.
QUEST_LV_0100_20150714_007309	Ihm sagen, dass die übrigen Vorhersagen unwichtig sind
QUEST_LV_0100_20150714_007310	Über die wichtige Vorhersage
QUEST_LV_0100_20150714_007311	Tod des Tods (2)
QUEST_LV_0100_20150714_007312	Gras-Saft anwenden/LOOK/4/TRACK_BEFORE/None
QUEST_LV_0100_20150714_007313	Abpausen/READ/2/TRACK_AFTER/None
QUEST_LV_0100_20150714_007314	Notice/!/Das Abpausen wurde nicht gut ausgeführt.{nl}Sag es Adrijus.#5
QUEST_LV_0100_20150714_007315	Tod des Tods (3)
QUEST_LV_0100_20150714_007316	Ihm sagen, dass er heile wiederkommen soll
QUEST_LV_0100_20150714_007317	Ihm sagen, dass es nicht wirken wird
QUEST_LV_0100_20150714_007318	Tod des Tods (4)
QUEST_LV_0100_20150714_007319	Ich werde mich zur Vseio-Klippe begeben.
QUEST_LV_0100_20150714_007320	Ich werde nicht mehr helfen.
QUEST_LV_0100_20150714_007321	Notice/Du hast die Pause angefertigt!#5
QUEST_LV_0100_20150714_007322	Orte mit Metallplatten (1)
QUEST_LV_0100_20150714_007323	Die Metallplatte aufheben
QUEST_LV_0100_20150714_007324	Orte mit Metallplatten (2)
